BinPhase.day BinRV eBinRV
0.00149499997496605 -1.42329764898551 1.15738282316416
2.26883261850533 -1.39279140561985 1.19
1.72150374288441 1.64932003320663 1.03
0.0138847791752141 0.255783453109725 1.06
3.11562973525463 0.686859726559037 1.11
2.8391650766971 1.86705234791721 0.98
4.43544143824101 2.98860967326002 0.99
2.16006022582383 -1.6304816256463 1.03
4.12954433807386 -0.632693366047548 1.13
2.11921929388859 0.0350844467131362 1.6
0.589181350161198 -1.46073302007606 1.02
0.0635434064101901 -0.173327466040446 1.12
4.2480901375161 -1.21172125600427 1.25
2.31204855520127 -2.62644892377569 0.98
0.76271061119769 -1.42110246721204 1.03
0.282332667489072 1.27840572422588 0.95
2.20111266743811 1.20651463359903 1.03
2.15217500500717 0.228895095136954 0.93
3.12934500485994 1.57281755283401 1.02
3.14050407306604 0.140593420125829 1.28
1.60554865961717 1.62796027254996 0.93
1.13359071576133 -1.34885029105674 0.96
3.55744099698677 -0.538117150471806 1.01
2.84648716581637 0.0872030831477505 1.02
2.62542184030076 -2.09489400934901 1.06
3.11190389663648 0.452483876339244 1.07
3.10918885265551 -0.200532563419935 1.08
2.719625213987 -0.416827820731673 1.07
0.745279326466061 0.72219584550124 0.98
0.456624001308228 -0.981090503812503 1.14
4.31676222626083 -1.81641713300143 1.04
1.27850633871367 -0.524674629311573 1.02
1.09061867623086 0.920823662934595 1.05
1.31084129479632 -0.187636229331291 1.15
3.37618382502433 0.196731490184992 0.91
4.32830382505517 0.896744767192499 0.92
3.79179588095667 -0.530636459789939 1.06
0.519904668105937 0.996573525664424 0.97
1.29182111820501 -0.991205614629323 1.1
3.54263533533458 0.381534148455109 0.87
0.0880873913338291 -0.244036026330454 0.9
1.07322739133815 1.34293857784993 0.87
2.00466739129479 0.617510295119248 0.84
3.05067739146034 0.594194355487248 0.79
3.9577773914134 -0.32273976438029 0.83
0.459269447489987 -0.564957015126548 0.79
1.18511412238058 -0.490899991808024 0.89
0.0270431024114259 0.949921728021237 0.93
4.42676338360252 0.332177177992497 0.755712520644797
