phase.day RV-model eRV
0 -3.59650540026384 1.74
0.0029899999499321 4.42349134615172 1.55
51.9560300000012 -2.52304163218056 1.19
20.9050442825019 3.00924960199234 1.03
21.4283628478489 3.53568602609052 1.06
101.319412848058 0.418752152757967 1.11
46.7835899785724 0.642107352070679 0.98
117.25060426123 4.58393123160293 0.99
57.3694585443002 -2.72240584143078 1.03
68.3729785440948 -1.19437938056779 1.13
22.307942826714 1.22424947241092 1.6
25.2949228267591 -0.579000825851157 1.02
29.2863028267805 1.05665593265505 1.12
92.1920828269269 -1.151795328286 1.25
42.7997813921722 -3.90104295532505 0.98
45.767461391941 -2.4442722521886 1.03
49.8041013920049 0.791335256406499 0.95
51.7228813919539 0.0192473256874992 1.03
78.7760513921569 -0.530190725934497 0.93
79.7532213920097 0.838745961304044 1.02
44.743705674565 -1.11465530893252 1.28
9.30354423999347 2.35091496826813 0.93
13.3486042399102 -0.303486685404647 0.96
38.3575442399972 -1.74070029721903 1.01
51.197644240144 -1.12467232070585 1.02
105.180794239897 -2.34341437409179 1.06
110.184294240005 0.35114104062328 1.07
66.1268685228281 -1.18241469795688 1.08
13.7640270879479 0.52157008399231 1.07
20.8237170879715 2.21388804456202 0.98
74.739277088082 -1.39478046040432 1.14
96.6674870881238 -1.49864175939274 1.04
102.663267088121 -0.755166099466477 1.02
8.73347137094743 1.67554704809722 1.05
58.6408913710088 -1.22875997789166 1.15
22.2840099363416 1.36780783307992 0.91
23.2361299363724 2.70677177860974 0.92
27.2166399360462 -0.467559634635046 1.06
87.1829999360084 0.727187650017774 0.97
3.24704421896104 -0.562974052863914 1.1
102.586172784366 0.0959354190941144 0.87
103.648642784138 1.01477928668154 0.9
104.633782784142 1.17370730132179 0.87
105.565222784099 0.352693749904294 0.84
106.611232784264 0.351555528528323 0.79
107.518332784217 -0.339431537187995 0.83
108.536842784066 -0.320539834291545 0.79
42.6228870668997 -1.7203122728587 0.89
39.1787356322143 1.57044137493891 0.93
66.160905632421 -0.00891941765337201 1.04
66.166185632113 1.44107483688672 1.1
40.1101599148865 -1.88206922137881 0.94
