tbin-tmin RVbinRes eRVbinRes
0.00344500006176531 -1.05760899067879 0.217029348177885
0.861560000106692 1.46516857542755 0.247869728908721
1.86553700016811 0.572031222021019 0.209546353131322
2.92722200010903 -0.669536858073523 0.212700571963428
3.86386800017208 -2.22282924645593 0.204019977460095
4.86495000012219 1.50019947864179 0.204144635459182
5.86145800007507 -3.23051064654287 0.186709946199377
6.87414800012484 -0.939898488719564 0.184420860886044
7.89247900010087 0.409945291722292 0.178989912478468
8.86448500012048 -1.05740612337882 0.168979432222548
9.86656000013463 -0.831217663449943 0.1673020321488
27.8729190001264 -1.08029199677273 0.134565532371221
28.8637450001668 1.98851392209434 0.139830160079943
29.8687890001573 -0.974656338993142 0.132937693278571
30.8642710001674 -0.225960626789397 0.13514264059654
31.8755650001112 2.17612499147535 0.150961679653453
32.8766887501115 0.624225179981365 0.156647856624033
33.870253000129 -0.815586125740731 0.141257803998189
34.8698110001627 2.15204009663905 0.145077297066022
36.8703820000868 0.679224555876135 0.148188843143435
37.8665960001294 0.337731409688321 0.147357557428612
38.8679120000917 1.00665148752707 0.156128130953538
39.8673977779431 2.31986239369639 0.177261362416894
40.867688000109 -0.654084030310388 0.150066566732785
41.8660960001405 -0.109277938876247 0.147776988389698
62.8786210001912 -1.17683999004803 0.124874827392433
63.8841850002296 -1.5961568638786 0.121103010782733
64.8765930001158 1.00243742645232 0.124411780547702
65.8794780001044 0.0263422761199148 0.126969540592217
66.8788677779958 -1.95977603607529 0.133911551342127
