BinPhase.day BinRV eBinRV
0 8.51794817480057 1.12
86.8677699998952 0.314081953379466 1.2
512.720830000006 1.0412768120294 1.26
146.372540444434 -4.80579743310634 1.31
157.390240444635 -8.87712998012135 1.39
514.442450444513 -3.47722850380679 1.27
558.335520444737 0.101624617310866 1.84
563.347020444759 -3.98347010105717 1.5
221.981360889172 -1.93839652315776 1.38
237.909650889357 -1.0189985967686 1.18
553.070610889365 0.429142304724758 1.29
560.014150889256 1.48028242238848 1.35
612.804460889326 1.44409491273062 1.34
613.925910889303 -2.76784460077269 1.38
23.3015313339065 8.20932881323004 1.25
231.596281333791 -1.52997533140846 1.24
256.618341333663 3.28248994587251 1.24
316.471201333648 -1.62155341186855 1.15
322.359061333781 0.778376344162643 1.37
316.095491778369 0.210134069403423 1.04
320.136101778394 -3.44577734390452 1.13
343.060911778158 -0.811904906115135 1.31
379.017311778183 1.88707090065132 0.835767664337522
465.796901778348 -0.208798497842859 0.855248629642053
22.652472222941 -1.626915817865 0.784317179831496
71.6014822228844 -0.379752090255699 0.883120057638341
82.5386022227849 1.77622214673254 1.24
