tsim RVsim
0 -0.000758793969704977
3.42716976976977 0.178854259596269
6.85433953953954 -0.00859193231267618
10.2815093093093 -0.0224504946929796
13.7086790790791 -0.0246091141335793
17.1358488488488 -0.0190300489892952
20.5630186186186 0.00867077063103939
23.9901883883884 0.0590816351831126
27.4173581581581 -0.0134066324946394
30.8445279279279 -0.0238474221530815
34.2716976976977 -0.0246146948351065
37.6988674674674 -0.0169728724528001
41.1260372372372 0.0245176110653489
44.553207007007 0.025098643753687
47.9803767767767 -0.017093029024312
51.4075465465465 -0.0249390107405811
54.8347163163163 -0.0243483817555091
58.2618860860861 -0.0141307917511997
61.6890558558558 0.0568264614620125
65.1162256256256 0.00815252777257235
68.5433953953954 -0.0199869431490346
71.9705651651651 -0.0257579649150982
75.3977349349349 -0.0237779404095812
78.8249047047047 -0.0101731969190341
82.2520744744744 0.169110792767954
85.6792442442442 -0.00222414904201785
89.106414014014 -0.0222927202337757
92.5335837837837 -0.0263229148201372
95.9607535535535 -0.0228527688914348
99.3879233233233 -0.00451916778900118
102.815093093093 0.282127719208758
106.242262862863 -0.00930203133223671
109.669432632633 -0.0241407356080528
113.096602402402 -0.026640767312062
116.523772172172 -0.0214961823294172
119.950941941942 0.00395852065173686
123.378111711712 0.0711128463626741
126.805281481481 -0.014456457614331
130.232451251251 -0.0256165738029837
133.659621021021 -0.0267075413763941
137.086790790791 -0.0195918628470461
140.51396056056 0.0178008413160252
143.94113033033 0.0287974898474187
147.3683001001 -0.0183727241426121
150.79546986987 -0.026776847620169
154.22263963964 -0.0265078890113609
157.649809409409 -0.0169592063772094
161.076979179179 0.0443706909222922
164.504148948949 0.00930109827985777
167.931318718719 -0.0214320203396
171.358488488488 -0.0276581459837287
174.785658258258 -0.0260131870490941
178.212828028028 -0.0133056948530743
181.639997797798 0.120089508674509
185.067167567567 -0.00221318468024756
188.494337337337 -0.0238630266404205
191.921507107107 -0.0282821511030074
195.348676876877 -0.0251777231031922
198.775846646647 -0.00812678383132759
202.203016416416 0.680890625717016
205.630186186186 -0.00990716796491469
209.057355955956 -0.0258102700551013
212.484525725726 -0.0286584171706602
215.911695495495 -0.0239319307712171
219.338865265265 -0.000469554937185337
222.766035035035 0.0881544674308632
226.193204804805 -0.0154382137715696
229.620374574574 -0.0273681497510408
233.047544344344 -0.0287855337304875
236.474714114114 -0.0221705552877722
239.901883883884 0.011725971058641
243.329053653653 0.0335855489581446
246.756223423423 -0.0196050858897658
250.183393193193 -0.0285991349078762
253.610562962963 -0.0286509563039184
257.037732732733 -0.0197313526778364
260.464902502502 0.0340041508433356
263.892072272272 0.0108645947486508
