Period.day lnBF
1.1 26.0570253058158
1.1 26.0570253058148
1.11122324250452 22.1307542830459
1.12267786609144 20.7152509642913
1.13437110059934 26.8562992046042
1.1463104802462 27.8062540790029
1.15850385981784 22.8939703975885
1.17095943190081 21.8568995065098
1.18368574523887 25.0359798625213
1.19669172429981 24.1054489231513
1.20608694794517 21.9301347942904
1.20998669014641 21.3631080347005
1.22358038271437 23.419559730921
1.23748298460896 22.0687024333768
1.25170514654261 31.707934292426
1.26625801454697 26.0905977551596
1.28115325910566 23.0668656111115
1.29640310636755 33.9968231025973
1.31202037161622 40.5282148209038
1.3224052054579 26.575402855635
1.32801849518798 22.6252345641009
1.34441158105024 21.202268103367
1.3612144382728 28.5952661735335
1.3784426256484 28.0266781550458
1.3961124997452 22.5527632698683
1.41424126670305 22.2723729577139
1.43284703811834 23.6723793222997
1.4499415074523 23.5687366375542
1.45194889139902 23.0160492272167
1.47156693501255 23.9351213050746
1.49172237909583 24.1529003716701
1.51243761194851 26.9726414646923
1.53373628298942 27.6441914306319
1.55564339282253 21.769607643797
1.57818539113347 21.9538327310554
1.58977775220196 23.5906941423108
1.60139028322256 28.9462954086568
1.62528774607663 29.8507523592348
1.64990925499098 21.1345583267211
1.6752882218777 20.6727119588486
1.70146014653806 23.8276353263804
1.7284627823394 22.9693891571088
1.74310017914945 20.6770239082626
1.75633631792236 21.0095998150607
1.78512357677786 22.3274592521194
1.81487023677807 21.2552921408703
1.84562507202853 24.9566151243273
1.87744021973464 21.0585890448274
1.91037147515412 23.7352448565879
1.91120943184822 23.6008215591058
1.94447861814529 28.3051951631622
1.97982577533177 27.775798898264
2.01648182249961 27.64811766252
2.05452083253939 28.3980911366098
2.09402257506321 22.8269431104415
2.09553159140167 23.0116208879204
2.13507307478755 21.622799554326
2.17776523690746 23.9080622951881
2.22219954903021 22.1321509010825
2.26848487083072 21.7142480970328
2.29763027399666 22.6306759285117
2.31673932449072 21.6397362577976
2.36709130125465 22.5187083277702
2.41968060216052 24.7722362957842
2.47465973428654 20.5573372332365
2.5192198951555 21.3409688304002
2.53219538782351 21.2191412650905
2.5924701241029 28.5667533203321
2.65568431058777 29.5415834288882
2.72205834603336 21.8022948170953
2.76218021322804 21.5727009659581
2.79183522788451 21.4024268424059
2.86528352493547 25.9386423771794
2.94270083190072 27.3931657330862
3.02441779957358 24.1459114420712
3.02857227549704 24.2104401340981
3.11080285565418 24.4946303265562
3.20226775839787 22.4683763471489
3.29927415968487 24.0605426275007
3.32065590216871 22.7966457279804
3.40234139824672 21.622474574853
3.51205580072938 22.854949126211
3.6290818422939 25.7250353092997
3.64090885656616 26.8570682361742
3.75417561544004 29.5031703121036
3.88820118388407 22.0182095173536
3.99204786414765 21.0815351859309
4.03215056916638 21.824912245711
4.18716834762187 36.5282859787863
4.3545821480526 37.9997260005289
4.37705165865534 35.4923454567118
4.53594077036019 23.3591703770336
4.73306224346282 25.1768007790522
4.79918625089633 26.3684933045703
4.94809498343138 32.2768839713583
5.18359641632134 23.4393485372292
5.2620326345127 20.8853743766799
5.44263517501646 22.7761077392006
5.72892555027146 21.2610252303381
5.76951716377027 21.3689403944602
6.04700673166783 23.6388144372966
