phase.day RVsim
0 5.78025280505167
0.449666441314093 5.79910554064234
0.899332882628187 5.81786913527804
1.90995478722368 5.85971644755525
2.35962122853766 5.87819266481204
2.80928766985198 5.89658103116437
3.37024313313337 5.91939767566471
3.81990957444737 5.93758968337231
4.26957601576123 5.95569480156099
5.28019792035707 5.99607033021884
5.72986436167116 6.01389527719192
6.17953080298503 6.03163456010564
6.74048626626673 6.05364452086267
7.19015270758086 6.07119230542833
7.63981914889473 6.0886553388923
8.65044105349045 6.12759551478646
9.10010749480443 6.1447852202051
9.54977393611853 6.16189133786247
10.1107293994001 6.18311431858362
10.5603958407141 6.20003355181988
11.0100622820282 6.21687006367114
12.0206841866238 6.2544094709834
12.4703506279379 6.27097914880654
12.920017069252 6.28746720882443
13.4809725325335 6.30792190789799
13.9306389738474 6.32422746040595
14.3803054151617 6.34045221666365
15.3909273197571 6.37662366300807
15.8405937610712 6.39258774329301
16.2902602023851 6.40847207339223
16.8512156656668 6.42817622186662
17.3008821069809 6.44388219325643
17.7505485482948 6.45950919286782
18.7611704528905 6.49434377603602
19.2108368942045 6.50971593431314
19.6605033355186 6.52501011149426
20.2214587988002 6.54398050919683
20.6711252401142 6.5591002568181
21.1207916814283 6.57414276019139
22.1314135860239 6.607669931559
22.581080027338 6.62246311672403
23.0307464686521 6.63717999496349
23.5917019319336 6.65543254477627
24.0413683732477 6.66997871097395
24.4910348145618 6.68444926703885
25.5016567191573 6.71669689167432
25.9513231604712 6.73092335241829
26.4009896017851 6.74507508890476
26.9619450650669 6.76262482922393
27.411611506381 6.77660936714205
27.8612779476948 6.7905198389617
28.8718998522907 6.82151425249146
29.3215662936047 6.8351855622932
29.7712327349186 6.84878364223068
30.3321881982003 6.86564477764307
30.7818546395142 6.87907897560352
31.2315210808283 6.89244056456555
32.242142985424 6.92220662686066
32.691809426738 6.93533370757177
33.1414758680521 6.9483889675791
33.7024313313336 6.96457489779412
34.1520977726477 6.97746940228173
34.6017642139618 6.99029267089987
35.6123861185573 7.01885381665603
36.0620525598713 7.0314469607109
36.5117190011856 7.04396961085085
37.072674464467 7.05949295792893
37.522340905781 7.07185779521633
37.9720073470949 7.08415268857633
38.9826292516907 7.11153097486411
39.4322956930048 7.12359986614941
39.8819621343187 7.13559951062202
40.4429175976004 7.1504721445433
40.8925840389145 7.16231674099059
41.3422504802284 7.17409260687583
42.3528723848241 7.20030875774053
42.8025388261381 7.21186249115963
43.2522052674522 7.22334814769532
43.8131607307337 7.23758121031312
44.2628271720478 7.24891441137804
44.7124936133619 7.26018001911035
45.7231155179575 7.28525346730212
46.1727819592716 7.29630056707057
46.6224484005857 7.30728068505884
47.1834038638671 7.32088461248252
47.633070305181 7.33171470047701
48.0827367464954 7.34247825850872
49.0933586510909 7.366427184423
49.5430250924048 7.3769756211303
49.9926915337187 7.38745809851972
50.5536469970005 7.40044264197106
51.0033134383145 7.41077735259957
51.4529798796284 7.42104652489171
52.4636017842241 7.44388789279891
