tbin-tmin RVbinRes eRVbinRes
0.00149499997496605 0.345951624912759 1.15738282316416
51.9560300000012 -1.53009460121957 1.19
141.749059999827 0.0381504247017463 1.03
383.960409999825 2.01143391805827 1.06
463.851460000034 0.366901104211531 1.11
892.69169999985 1.64783961246399 0.98
1084.00272999983 2.23192814744902 0.99
1144.96560000023 -1.85115367504173 1.03
1155.96912000002 -0.551674848091054 1.13
1230.74809999997 -0.550812660212516 1.6
1233.73508000001 -1.39243159665893 1.02
1237.72646000003 1.3303993261286 1.12
1300.63224000018 -0.905516572992502 1.25
1492.92797000008 -2.88774056694835 0.98
1495.89564999985 -1.44770604943815 1.03
1499.93228999991 1.74036460571561 0.95
1501.85106999986 0.916542060640808 1.03
1528.90424000006 -0.0535168462506121 0.93
1529.88140999991 1.33081735476395 1.02
1615.7159099998 -0.623406476891692 1.28
1821.96377999987 1.35453695898849 0.93
1826.00883999979 -1.56540247044014 0.96
1851.01777999988 -0.824881589590368 1.01
1863.85788000003 -0.232565206546565 1.02
1917.84102999978 -2.49996409969102 1.06
1922.84452999989 0.163231121319257 1.07
1999.63112000003 -0.489949329294185 1.08
2188.9563099998 -0.816028553811424 1.07
2196.01599999983 0.655152117973476 0.98
2249.93155999994 -0.848059608580554 1.14
2271.85976999998 -1.3694731937727 1.04
2277.85554999998 -0.917137649307699 1.02
2304.76977000013 0.730979336463526 1.05
2354.67719000019 -0.426456768369606 1.15
2560.00834000017 -0.103327316954364 0.91
2560.96046000021 1.35936969202388 0.92
2564.94096999988 -0.745504473167337 1.06
2624.90732999984 0.639281148554199 0.97
2661.81539000012 -1.28820344381714 1.1
3002.84255000018 0.029251966664049 0.87
3003.90501999995 0.966186985273932 0.9
3004.89015999995 1.08419385517188 0.87
3005.82159999991 0.0644211590965337 0.84
3006.86761000007 0.165480826835609 0.79
3007.77471000003 -0.489422048927828 0.83
3008.79321999988 -0.499719289823035 0.79
3063.72328000003 -0.791211522662491 0.89
3301.96716 2.50184273614023 0.93
3328.95197000005 1.1497579735854 0.755712520644797
