phase.day RV-model eRV
8.86181000014767 -1.47482794230789 0.54
8.86257999995723 -1.46421754853417 0.54
8.86334000015631 -0.443615081645488 0.55
8.86412000004202 0.0570032393824249 0.56
8.8648800002411 -1.0023942937289 0.53
8.86563999997452 -1.10179182720936 0.54
8.86642999993637 -1.96116557892726 0.51
8.86719000013545 1.02943688796141 0.53
8.86795000033453 -1.08996064514991 0.54
9.86194000020623 0.0479944939695844 0.69
9.86379000032321 -0.540538975079672 0.56
9.86468000011519 -1.49983345499396 0.53
9.86553000006825 -1.25915964355587 0.54
9.86633000010625 -1.46852546801957 0.5
9.86710999999195 -0.967907146991662 0.54
9.86789999995381 -1.15728089870956 0.49
9.86868000030518 -1.26666257731251 0.51
9.86944000003859 -1.75606011079297 0.49
9.87020000023767 -1.4654576439043 0.51
0.981988027461774 -1.53722220280999 0.43
0.982948027786769 -0.926461191944961 0.47
0.983718027596332 -0.675850798171238 0.47
0.984478027795411 -2.03524833128256 0.39
0.98523802752883 -1.30464586476303 0.4
0.986008027804054 -0.934035470620163 0.44
0.986768027537472 -1.52343300410063 0.44
0.987548027888842 -1.55281468270358 0.4
0.98830802762226 -0.922212216184038 0.41
0.98906802782134 0.408390250704635 0.43
1.97287802747727 3.61827550633709 0.47
1.97372802789599 1.76894931814432 0.42
1.9745080277817 1.86956763917224 0.45
1.97527802759127 1.35017803294596 0.44
1.97603802779035 2.15078049983463 0.45
1.9768280277522 3.64140674811674 0.42
1.97759802756176 8.95201714189046 0.46
1.97837802791313 -0.347364536712488 0.43
1.97916802787498 3.89326171156962 0.44
1.9799280276084 1.92386417808915 0.45
2.97758802748562 -2.62527140265243 0.42
2.97879802785159 -2.32431221190923 0.43
2.9795780277373 -2.42369389088132 0.43
2.98035802762301 -1.44307556985341 0.41
2.98112802789823 -0.882465175710546 0.44
2.98190802778394 -3.10184685468263 0.43
2.98268802766965 -1.27122853365472 0.43
2.98345802747921 -1.570618139881 0.4
2.98423802783058 -1.22999981848394 0.42
2.98502802779243 -1.53937357020184 0.4
3.97340802778766 -1.91586558672143 0.4
3.97425802774072 -1.52519177528333 0.44
3.97503802762643 -1.98457345425542 0.44
3.97580802790166 -2.56396306011256 0.42
3.97658802778736 -2.70334473908465 0.43
3.97735802759693 -1.97273434531092 0.44
3.97813802748264 -1.83211602428301 0.44
3.97889802768172 -2.12151355739433 0.43
3.9796580278808 -1.46091109050566 0.43
3.9804380277665 -1.57029276947774 0.41
4.98468802753181 1.77579567042403 0.47
4.98551802779824 3.62645362772289 0.46
4.9863080277601 -1.01292012399501 0.45
4.98709802772195 20.4977061242871 0.61
4.98787802760766 4.248324445315 0.5
4.98865802749336 2.69894276634292 0.43
4.98942802776859 1.88955316048578 0.48
4.9902080276543 5.7201714815137 0.5
4.99097802746386 1.67078187528742 0.46
4.99176802789137 2.18140812393866 0.47
5.98672802769855 -2.73986779919176 0.45
5.98748802789763 -0.759265332303085 0.45
5.98823802755491 -2.29867079303774 0.45
5.98898802767784 -2.28807625340325 0.42
5.9897580274874 -2.76746585962953 0.46
5.99051802768648 -1.90686339274085 0.43
5.99126802780942 -1.40626885310637 0.46
5.99202802754284 -3.28566638658683 0.43
6.97938802768753 -1.7729669767583 0.48
6.98028802755565 -4.2922535294184 0.45
6.98104802775473 -2.17165106252973 0.46
6.98181802756429 -2.791040668756 0.46
6.98258802783952 -3.93043027461314 0.45
6.98334802757294 -2.85982780809361 0.45
6.98409802769587 -2.78923326845912 0.42
6.98484802781881 -3.53863872882463 0.44
6.98560802755222 -3.1980362623051 0.46
6.98637802782745 -3.23742586816224 0.41
7.97891802783401 1.11937982795923 0.46
7.97982802777828 -0.829898797446677 0.45
7.98058802751169 -0.389296330927142 0.43
7.98137802747355 -0.628670082645039 0.45
7.98213802767263 0.141932384243634 0.47
7.98289802787171 0.0525348511323092 0.45
7.98366802768127 -0.296854755093964 0.45
7.9844180278042 -0.16626021545948 0.46
7.98519802768991 -0.375641894431565 0.51
7.98595802788899 -0.145039427542892 0.47
9.97875802754701 9.79469175805309 0.51
9.98042802769036 5.23601559953585 0.44
9.98119802749992 3.97662599330957 0.45
9.98198802746177 3.32725224159168 0.49
9.98277802788929 2.50787849024292 0.45
9.98354802769885 3.58848888401664 0.48
9.98432802758456 3.89910720504455 0.48
9.98511802754641 1.74973345332666 0.45
9.98588802782164 8.57034384746952 0.47
9.98666802770735 3.18096216849743 0.48
10.975718027682 1.34500127394796 0.45
10.976608027474 2.31570679403367 0.44
10.9773780277492 2.46631718817653 0.5
10.9781380274826 2.57691965469607 0.49
10.978918027834 3.56753797609312 0.47
10.9796980277197 0.0881562971210368 0.46
10.9804480278426 0.828750836755521 0.45
10.9812180276522 1.04936123052925 0.48
10.9819780278513 1.75996369741792 0.47
10.9827380275847 1.63056616393746 0.46
11.9770580276409 2.47878290059949 0.47
11.9779180276701 2.22946463929177 0.5
11.9786880274797 2.8900750330655 0.47
11.9794580277549 2.25068542720836 0.48
11.9802280275644 2.83129582098208 0.51
11.9809880277635 3.33189828787076 0.5
11.9817680276492 3.99251660889867 0.5
11.9825280278483 2.57311907578735 0.47
11.9832980276579 3.20372946956107 0.52
11.9840680274674 3.9643398633348 0.53
12.9769780274974 6.99143886564641 0.54
12.9777680279249 3.98206511429765 0.48
12.9785380277345 2.92267550807138 0.52
12.9793280276963 3.64330175635348 0.52
12.9800880278954 4.33390422324216 0.49
12.9808680277811 2.09452254427007 0.53
12.9816280275145 6.01512501078961 0.56
12.9824080278659 4.14574333218666 0.59
12.9831680275993 6.93634579870619 0.59
0.533152041378855 0.134023486143917 0.46
0.534062041323125 -0.18525513926199 0.47
0.534822041522204 -1.27465267237332 0.47
0.535602041407913 -1.3840343513454 0.48
0.536362041606992 -0.55343188445673 0.47
0.537102041653782 0.267154727923566 0.5
0.537872041463345 -0.992234878302707 0.47
0.538642041272908 0.548375515471019 0.49
0.539412041548132 0.498985909613879 0.48
0.540172041281551 -1.24041162386658 0.46
1.53159204160744 2.40550622679939 0.49
1.53238204156929 1.69613247508149 0.47
1.533162041455 2.5667507961094 0.46
1.53394204134071 2.02736911713732 0.45
1.53474204137871 0.908003292673609 0.47
1.53552204126441 4.48862161370152 0.47
1.53630204161578 2.01923993509857 0.45
1.53708204150149 1.66985825612649 0.45
1.53788204153949 1.72049243166278 0.49
1.53867204150134 2.11111867994488 0.48
9.10041605542035 -1.16749359834021 0.4
9.10120605538221 -1.76686735005811 0.4
9.1020060554202 -0.61623317452182 0.36
9.10281605506869 -1.28559107210048 0.39
9.10359605542006 -2.13497275070343 0.38
9.10441605514468 0.015677278972106 0.4
9.10519605503039 -0.973704399999978 0.42
9.1059860554579 -1.79307815134874 0.39
9.10677605541976 -1.00245190306664 0.4
9.10755605530547 -0.561833582038723 0.42
10.1059860554579 -0.000358768637443774 0.38
10.1067960551064 0.160283333783894 0.39
10.1075860550682 -2.529090417934 0.38
10.1083660554196 -2.74847209653695 0.41
10.1091660554576 -0.577837921000658 0.4
10.1099560554195 -2.07721167271855 0.39
10.1107560554575 -2.75657749718226 0.4
10.1115360553432 -2.42595917615435 0.36
10.1123360553812 -0.555325000618065 0.36
10.113126055343 -2.46469875233596 0.37
11.09819605528 3.39618532994149 0.38
11.0990260550808 4.8868432868712 0.42
11.0998760550338 6.2175170983093 0.41
11.1007160553764 7.05818298286235 0.42
11.1015660553295 5.81885679430044 0.4
11.1024060552064 7.12952267848435 0.41
11.1032460550833 0.830188562668258 0.37
11.1040560551974 1.60083066545874 0.38
11.1048860554639 3.98148862275759 0.4
11.1057160552646 0.932146579687316 0.36
12.1011660550776 4.10125908905903 0.43
12.1019660551156 -0.138106735404683 0.41
12.1027760552298 0.982535367385797 0.4
12.1035960554201 1.19318539743047 0.4
12.1044260552208 1.28384335436019 0.39
12.1052460554111 0.724493384404855 0.39
12.1060760552119 4.95515134133457 0.4
12.1069460553172 4.08584100728104 0.39
12.1077660550419 0.686491036956568 0.41
12.108576055156 -0.442866860252952 0.4
13.1011260552387 0.0739467631227058 0.42
13.1018860554378 -2.69545076998862 0.41
13.1026760553996 -1.65482452170651 0.41
13.1034660553615 -0.544198273424417 0.38
13.1042560553233 -1.16357202514232 0.39
13.1050360552091 -1.1129537041144 0.4
13.1057960554081 -1.20235123722573 0.4
13.10658605537 -1.06172498894362 0.41
13.1073660552557 -0.291106667915709 0.4
13.1081260554548 -1.16050420102704 0.38
