phase.day RVsim
0 4.6769403690842
0.0372550959577893 4.67882798799277
0.696401684200964 4.71214878028597
1.35554827244482 4.74532517892839
2.05194995664579 4.78022037953771
2.71109654488964 4.81310133339769
3.37024313313337 4.84583934603115
3.40749822909083 4.84768544670274
4.06664481733446 4.88027294462458
4.72579140557821 4.91271845339777
5.42219308977928 4.9468440392446
6.08133967802314 4.97899897141705
6.74048626626673 5.01101329240997
6.77774136222433 5.0128185589598
7.43688795046774 5.04468480069202
8.09603453871159 5.07641133363442
8.79243622291278 5.10977975771154
9.45158281115641 5.14122032816956
10.1107293994001 5.17252249454867
10.1479844953578 5.17428757538883
10.8071310836012 5.20544396848056
11.466277671845 5.23646281098168
12.1626793560463 5.26908586423681
12.8218259442897 5.29982310832637
13.4809725325335 5.33042403441759
13.5182276284909 5.33214954282203
14.1773742167345 5.36260687413518
14.8365208049782 5.39292869278215
15.5329224891793 5.42481751441023
16.1920690774232 5.45486185248526
16.8512156656668 5.48477183944215
16.8884707616244 5.48645835408216
17.5476173498678 5.51622679920468
18.2067639381116 5.54586165108455
18.9031656223128 5.57702673823292
19.5623122105565 5.60638798472208
20.2214587988002 5.63561672947527
20.2587138947579 5.63726479492167
20.9178604830013 5.6663539269907
21.577007071245 5.69531126839183
22.2734087554463 5.72576248521903
22.93255534369 5.7544498570713
23.5917019319336 5.78300646064651
23.6289570278909 5.78461658783589
24.2881036161345 5.81303538571958
24.9472502043784 5.8413240801824
25.6436518885794 5.87107066622013
26.3027984768232 5.89909279068121
26.9619450650669 5.92698576584002
26.9992001610244 5.92855843250265
27.658346749268 5.95631528829541
28.3174933375118 5.983943613969
29.0138950217129 6.01299419174171
29.6730416099565 6.04035911342005
30.3321881982003 6.0675963915824
30.3694432941579 6.06913204262902
31.0285898824013 6.09623476842115
31.6877364706452 6.12321042468638
32.3841381548464 6.15157300654838
33.04328474309 6.1782881937332
33.7024313313336 6.2048771311451
33.7396864272914 6.20637617901113
34.3988330155346 6.23283201289622
35.0579796037784 6.25916212622026
35.7543812879794 6.28684412037356
