phase.day RV-model eRV
0 -2.14252091104279 0.68
0.000770000275224447 -2.62139539284004 0.7
0.00151999993249774 -2.95029908883764 0.68
0.00229000020772219 -1.00917352771021 0.67
0.00304999994114041 -1.47806256380478 0.72
0.00381000014021993 -1.61695157816958 0.69
0.00460000010207295 -2.26579671594227 0.67
0.00536999991163611 -1.85467106918326 0.71
0.00613000011071563 -2.34356001962416 0.66
0.00690999999642372 -2.72241971072321 0.69
0.858150000218302 1.56562082924291 0.7
0.858920000027865 -0.113253363404344 0.67
0.859680000226945 0.217857809979051 0.71
0.860439999960363 3.04896896909538 0.77
0.861190000083297 12.4800654949275 0.92
0.861940000206232 4.93116200749975 0.84
0.862680000253022 7.82224388678554 0.86
0.86343999998644 9.86335499212638 0.88
0.864200000185519 2.84446608448809 0.83
0.864959999918938 6.47557716249427 0.78
0.224439631570742 2.01760641167219 0.66
0.225219631456451 2.24872037882633 0.69
0.225999631342159 -2.0701656779256 0.65
0.226779631227867 -0.689051758585724 0.68
0.227559631579236 -0.277937862491167 0.65
0.228349631541089 -1.18680971061441 0.65
0.229149631579087 -1.36566730322416 0.66
0.229929631464795 -0.704553480458104 0.67
0.230729631502793 -0.173411122758933 0.66
0.231509631388501 -0.922297348445964 0.66
1.28603963123696 -1.77884934012995 0.64
1.28695963125737 -1.06757482428258 0.62
1.28773963160874 -1.72649428310172 0.66
1.28849963134216 -1.10544147283864 0.68
1.28927963122787 -0.464360981340944 0.71
1.29004963150309 -2.98329436612348 0.74
1.2908296313888 -2.69221392398446 0.68
1.29159963166402 -1.36114735749397 0.69
1.29237963154973 -0.220066964715802 0.65
1.29313963128315 -0.939014298424784 0.68
0.585279262868049 -2.19928580171546 0.66
0.586079262906047 -1.37820922120058 0.64
0.586859262791755 -2.24715958318857 0.63
0.587609262914689 -0.946150341432486 0.62
0.588359262571962 -0.42514112567625 0.63
0.589099262618752 -3.16414539048414 0.64
0.589869262893977 -1.44310931357632 0.67
0.59061926255125 -1.58210017430294 0.63
0.591379262750329 -2.15107760500392 0.66
0.592119262797119 -2.88008197067648 0.68
1.5863592627098 -4.2970784930612 0.62
1.58717926290009 2.69398131699579 0.7
1.58792926255736 2.88495061621758 0.67
1.58868926275644 1.80593280252199 0.62
1.58943926287937 2.31690202809415 0.67
1.59018926253665 1.7578712161624 0.65
1.59093926265958 0.378840367915414 0.63
1.59169926285866 -0.270177595885763 0.65
1.59245926259208 0.950804401772664 0.64
1.59320926271501 -2.47822655830026 0.62
0.945118894001442 -1.57959037943692 0.58
0.94608889393692 -1.88842497042909 0.58
0.946868893822628 -1.59748792477007 0.6
0.947628894021707 -2.97657498043842 0.58
0.94839889383127 -1.14565009957927 0.61
0.949148893954205 -0.524749314260329 0.62
0.949908894153284 -2.81383659194308 0.58
0.950678893962848 -1.44291193615488 0.57
0.951438894161927 -2.25199936304446 0.6
0.9521888938192 -2.40109887084708 0.59
0.320378525203679 -1.51118809920043 0.57
0.32122852515674 -2.00034053757959 0.54
0.321988525355819 -2.12958290429617 0.61
0.322748525554899 -0.50882544745871 0.58
0.323498525212172 -2.41807813079366 0.62
0.324248525335107 -0.647330985733948 0.62
0.32501852514467 -1.14656409625797 0.57
0.325768525267605 -2.74581730028586 0.61
0.326518525390539 -2.97507067673894 0.57
0.327268525513474 -0.964324225734946 0.56
1.33653852531931 0.00220337945607385 0.56
1.33738852527237 -0.147382695878147 0.56
1.3408285253892 -1.54571314816004 0.57
1.34159852519876 0.474659320201245 0.56
1.34236852547399 -0.604968664859042 0.54
1.3431285252074 -1.11460192667615 0.58
1.34386852525419 -0.314245264541809 0.61
1.3446485251399 -0.0238697778923174 0.58
1.34541852541513 -0.66349956274919 0.54
1.34618852522469 -0.323129802933264 0.57
0.673058156765331 -0.238288775593046 0.51
0.673958156633455 -0.228798469411076 0.54
0.674728156443019 -0.219235391830703 0.54
0.675488156642098 0.80033259019855 0.55
0.676268156527806 1.29988840841432 0.56
0.677028156726886 0.239454840982344 0.53
0.677788156460304 0.139020509098273 0.54
0.678578156422157 -0.721431778228707 0.51
0.679338156621236 2.26813232990193 0.53
0.680098156820316 0.147695673221128 0.54
0.0365177879891743 -0.607639144433899 0.69
0.0383677881061484 -1.20019463016462 0.56
0.0392577878981282 -2.16142370362644 0.53
0.0401077878511895 -1.92259734016524 0.54
0.0409077878891875 -2.13370176114327 0.5
0.0416877877748956 -1.63477840353154 0.54
0.0424777877367486 -1.82586867877528 0.49
0.043257788088118 -1.93694498400377 0.51
0.0440177878215362 -2.42799352740527 0.49
0.0447777880206157 -2.13904190886517 0.51
0.0306037319555585 -2.52657275714724 0.43
0.0315637322805529 -1.9151721813587 0.47
0.032333732090116 -1.66404882171371 0.47
0.0330937322891955 -3.02294006648535 0.39
0.0338537320226138 -2.29183132773965 0.4
0.0346237322978382 -1.92070801565972 0.44
0.0353837320312564 -2.50959930876537 0.44
0.0361637323826258 -2.53846144093278 0.4
0.0369237321160441 -1.90735276614751 0.41
0.0376837323151236 -0.57624410654727 0.43
1.02149373197106 3.27263679228197 0.47
1.02234373238978 1.42384700652663 0.42
1.02312373227549 1.52495753010911 0.45
1.02389373208505 1.00605379239493 0.44
1.02465373228413 1.80713579496317 0.45
1.02544373224598 3.29826048348707 0.42
1.02621373205555 8.60935667480381 0.46
1.02699373240691 -0.689532920872019 0.43
1.02778373236877 3.55159169420247 0.44
1.02854373210219 1.58267357864278 0.45
0.388633363276558 -2.35719627357345 0.42
0.38984336364253 -2.05552268326699 0.43
0.390623363528238 -2.15444387214879 0.43
0.391403363413946 -1.1733650859094 0.41
0.392173363689171 -0.612300154129207 0.44
0.392953363574879 -2.83122141733044 0.43
0.393733363460587 -1.00014270541245 0.43
0.39450336327015 -1.29907784764673 0.4
0.39528336362152 -0.957999184529285 0.42
0.396073363583373 -1.26690671830572 0.4
1.3844533635786 -1.0805896508077 0.4
1.38530336353167 -0.689450171282795 0.44
1.38608336341737 -1.14840456077042 0.44
1.3868533636926 -1.72737238263012 0.42
1.38763336357831 -1.86632682809935 0.43
1.38840336338787 -1.1352947058578 0.44
1.38918336327358 -0.994249207330233 0.44
1.38994336347266 -1.28323054315657 0.43
1.39070336367174 -0.622211905751344 0.43
1.39148336355744 -0.731166490365337 0.41
0.758162994619909 3.13856450783471 0.47
0.758992994886341 4.98963031303382 0.46
0.759782994848194 0.350644708863204 0.45
0.760572994810047 21.8616590608917 0.61
0.761352994695756 5.61266052993067 0.5
0.762132994581464 4.06366195623221 0.43
0.762902994856688 3.25465050229546 0.48
0.763682994742396 7.0856518436133 0.5
0.764452994551959 3.03664030514728 0.46
0.765242994979474 3.54765439844387 0.47
0.122632626083806 -0.92888276924001 0.45
0.123392626282886 1.05201715893151 0.45
0.124142625940159 -0.487094834946973 0.45
0.124892626063094 -0.476206908042712 0.42
0.125662625872657 -0.955295386501082 0.46
0.126422626071736 -0.0943957849935142 0.43
0.127172626194671 0.406491899116512 0.46
0.127932625928089 -1.47260866301942 0.43
1.11529262607278 0.332311519366936 0.48
1.1161926259409 -2.18682246070889 0.45
1.11695262613998 -0.0660913673435864 0.46
1.11772262594955 -0.685350853425951 0.46
1.11849262622477 -1.82461053921975 0.45
1.11925262595819 -0.753880036415741 0.45
1.12000262608112 -0.683159336549181 0.42
1.12075262620406 -1.43243882697549 0.44
1.12151262593748 -1.09170890523259 0.46
1.1222826262127 -1.13096957828327 0.41
0.477252257516419 3.16070006164921 0.46
0.478162257460689 1.21107679357871 0.45
0.478922257194107 1.65139090456285 0.43
0.47971225715596 1.41171691063321 0.45
0.480472257355039 2.18203005153299 0.47
0.481232257554119 2.09234271623663 0.45
0.482002257363682 1.74265900885095 0.45
0.482752257486617 1.87296661568656 0.46
0.483532257372325 1.66328603383669 0.51
0.484292257571404 1.8935967782439 0.47
0.839521888526576 8.95044273987061 0.51
0.841191888669925 4.38821996300907 0.44
0.841961888479489 3.12719565356633 0.45
0.842751888441342 2.4761451098881 0.49
0.843541888868856 1.65509494313968 0.45
0.844311888678419 2.73407172835159 0.48
0.845091888564127 3.04303559329955 0.48
0.84588188852598 0.891986553598951 0.45
0.846651888801205 7.71096444004622 0.47
0.847431888686913 2.31992942512348 0.48
0.198911519958742 -0.99448977842936 0.45
0.199801519750721 -0.0244226354757159 0.44
0.200571520025946 0.125636449150489 0.5
0.201331519759364 0.23569567084693 0.49
0.202111520110734 1.22575738499747 0.47
0.202891519996442 -2.25417995520123 0.46
0.203641520119376 -1.51411881390338 0.45
0.204411519928939 -1.2940551333007 0.48
0.205171520128019 -0.583991377051588 0.47
0.205931519861437 -0.713926724465712 0.46
1.20025151991761 0.0326453672036784 0.47
1.20111151994682 -0.216385301065174 0.5
1.20188151975638 0.444482947800507 0.47
1.20265152003161 -0.19464846392197 0.48
1.20342151984117 0.386220462371647 0.51
1.20418152004025 0.887078435983328 0.5
1.20496151992596 1.54795932972929 0.5
1.20572152012504 0.128817969933994 0.47
1.2064915199346 0.75968824256991 0.52
1.20726151974416 1.52055885202952 0.53
0.56260115107127 5.0672056819542 0.54
0.563391151498784 2.05833366887404 0.48
0.564161151308348 0.999433168403068 0.52
0.564951151270201 1.7205612984025 0.52
0.56571115146928 2.41164665690046 0.49
0.566491151354988 0.172760646793197 0.53
0.567251151088406 4.09384614051236 0.56
0.568031151439776 2.22496027031986 0.59
0.568791151173194 5.01604589951123 0.59
1.56243115117379 -1.12517361305639 0.46
1.56334115111806 -1.44383813004885 0.47
1.56410115131714 -2.53272278697119 0.47
1.56488115120285 -2.64157809867698 0.48
1.56564115140193 -1.8104627662442 0.47
1.56638115144872 -0.98937678996434 0.5
1.56715115125828 -2.24824679331976 0.47
1.56792115106784 -0.707116802156631 0.49
1.56869115134307 -0.755986815817262 0.48
1.56945115107649 -2.49487151084037 0.46
0.923300782699535 1.80899971702178 0.49
0.924090782661388 1.10013796219699 0.47
0.924870782547096 1.97126177643492 0.46
0.925650782432804 1.43238556815235 0.45
0.926450782470802 0.313538151866713 0.47
0.92723078235651 3.89466189795143 0.47
0.928010782707879 1.42578562217243 0.45
0.928790782593587 1.07690932318332 0.45
0.929590782631585 1.12806181384588 0.49
0.930380782593438 1.51919987498927 0.48
0.647365989596551 -0.15771268142123 0.4
0.648155989558404 -0.758407483658628 0.4
0.648955989596402 0.390888115564605 0.36
0.649765989244884 -0.279825913331783 0.39
0.650545989596253 -1.13051428011297 0.38
0.65136598932088 1.01876122504138 0.4
0.652145989206588 0.0280712842011921 0.42
0.652935989634102 -0.792628284417293 0.39
0.653725989595955 -0.00332863918783044 0.4
0.654505989481663 0.435979099980629 0.42
0.0153656209312558 -1.04626104644888 0.38
0.0161756205797374 -0.887259963785988 0.39
0.0169656205415905 -3.57823362372954 0.38
0.0177456208929598 -3.79919438347054 0.41
0.0185456209309578 -1.63017918202934 0.4
0.0193356208928108 -3.13115107734499 0.39
0.0201356209308088 -3.81213467328489 0.4
0.0209156208165169 -3.4830930947227 0.36
0.0217156208545148 -1.61407549060713 0.36
0.0225056208163679 -3.52504500831555 0.37
1.00757562075334 1.04301470058309 0.38
1.00840562055411 2.53323009298473 0.42
1.00925562050717 3.86345170791191 0.41
1.01009562084975 4.70367174135433 0.42
1.01094562080281 3.46389543139852 0.4
1.01178562067972 4.77411751424069 0.41
1.01262562055664 -1.52565938510038 0.37
1.01343562067078 -0.755443288867525 0.38
1.01426562093722 1.6247791237564 0.4
1.01509562073799 -1.42499747170544 0.36
0.372975251848132 1.7636113996175 0.43
0.37377525188613 -2.47543454850274 0.41
0.374585252000273 -1.35446825540154 0.4
0.375405252190561 -1.14348970968301 0.4
0.376235251991332 -1.05249890038851 0.39
0.37705525218162 -1.61151970188769 0.39
0.377885251982391 2.61947176739703 0.4
0.378755252087743 1.75051137447304 0.39
0.379575251812369 -1.6485084334737 0.41
0.380385251926512 -2.77753987766479 0.4
1.37293525200921 -1.70777401325875 0.42
1.37369525220829 -4.47667912162645 0.41
1.37448525217015 -3.43554095564444 0.41
1.375275252132 -2.32440273339118 0.38
1.37606525209385 -2.94326445496293 0.39
1.37684525197956 -2.89214053021393 0.4
1.37760525217864 -2.98104537110573 0.4
1.37839525214049 -2.83990692755681 0.41
1.3791752520262 -2.06878284005509 0.4
1.37993525222528 -2.93768752263249 0.38
