Period.day lnBF
1.1 -1.0597640580792
1.1 -1.05976405808205
1.11122324250452 0.692652649785223
1.12267786609144 -1.31754542910605
1.13437110059934 -2.49605662646315
1.1463104802462 -3.39109745603368
1.15850385981784 -2.94552296312219
1.17095943190081 -0.541220719503344
1.18368574523887 -1.66757835826294
1.19669172429981 -1.98441011490234
1.20608694794517 -3.21123440802399
1.20998669014641 -3.46797708800462
1.22358038271437 -2.37510406381499
1.23748298460896 -2.24125268381818
1.25170514654261 -1.90863713272609
1.26625801454697 -1.77771390702446
1.28115325910566 -2.47648667310733
1.29640310636755 -3.35425269448806
1.31202037161622 -2.5886497909378
1.3224052054579 -2.93815216994354
1.32801849518798 -1.81880439100079
1.34441158105024 -0.707182170032219
1.3612144382728 -2.79742298848485
1.3784426256484 -3.44192660497031
1.3961124997452 -2.94737204325331
1.41424126670305 -0.178474119900081
1.43284703811834 -0.930058585689374
1.4499415074523 -2.29317440018244
1.45194889139902 -2.10661582242134
1.47156693501255 -3.36982904427497
1.49172237909583 -3.32628717278614
1.51243761194851 -2.63632441597658
1.53373628298942 -1.50379311312489
1.55564339282253 -1.71908842539751
1.57818539113347 -2.88694827650091
1.58977775220196 -3.25314717142531
1.60139028322256 -3.47033358039147
1.62528774607663 -2.09623164657832
1.64990925499098 -1.88460554910397
1.6752882218777 -1.96393225934057
1.70146014653806 -2.63075224243838
1.7284627823394 -3.28650662985893
1.74310017914945 -2.44167536601067
1.75633631792236 -3.17267298645854
1.78512357677786 -2.42509032754266
1.81487023677807 -2.01585253882615
1.84562507202853 -1.85595881847629
1.87744021973464 -3.23655308795044
1.91037147515412 -3.46814549645768
1.91120943184822 -2.36349054371982
1.94447861814529 -2.85533062832597
1.97982577533177 -1.73906653853969
2.01648182249961 -0.95905357881621
2.05452083253939 -1.76358329322086
2.09402257506321 -3.49606191193048
2.09553159140167 -0.747901598459479
2.13507307478755 -2.65251256894803
2.17776523690746 -2.11785981620315
2.22219954903021 0.0459342323737384
2.26848487083072 -2.07357521487822
2.29763027399666 -2.1729077422665
2.31673932449072 -3.49208378071848
2.36709130125465 -2.91852046067582
2.41968060216052 -1.58982010090713
2.47465973428654 -1.68140029599731
