phase.day RV-model eRV
0 -4.16465127020113 1.74
0.0029899999499321 3.85522921241666 1.55
0.574615918995562 -1.65183112248414 1.19
0.450171277061827 1.41830072177941 1.03
2.88158889903332 1.9687618130878 1.06
1.41873327098375 0.421313690466746 1.11
2.08052259575265 1.57012367382778 0.98
0.711249791964065 4.14220403480248 0.99
1.72913669785339 -1.93275756102348 1.03
4.16908768414714 -0.577365770367543 1.13
1.87594656258329 -0.269139359180323 1.6
0.58114205587799 -1.44029468118816 1.02
0.290737549148844 1.27025740482824 1.12
3.25153445478873 -0.958388774272791 1.25
2.86696165091371 -2.94884178808782 0.98
1.55285714393199 -1.50975139787725 1.03
1.30771263724546 1.6836454218179 0.95
3.2264926371945 0.887255985809196 1.03
0.307171090144266 -0.0896067108882534 0.93
1.28434108999704 1.26227094120066 1.02
1.48315095486828 -0.172850520673148 1.28
2.20536463092503 1.33584918748992 0.93
1.96864012409128 -1.56821472047583 0.96
1.28687308367557 -0.809043605050894 1.01
1.28161956357098 -0.251387664390175 1.02
3.88335548231794 -2.43926245347933 1.06
0.323286468925062 0.12378749718126 1.07
0.0377553475655077 -0.532722958739426 1.08
0.964427050315408 -0.772077446077995 1.07
3.74233254358842 0.611366819202417 0.98
1.99469395594269 -0.888118627239756 1.14
2.51398142223206 -1.40132179571129 1.04
4.2279769154793 -0.791723271477319 1.02
1.16970536837744 0.690559057227297 1.05
3.9774957941836 -0.463456411740655 1.15
3.78298947014491 -0.134082742129312 0.91
0.453324963425075 1.34393650680975 0.92
0.152050456348661 -0.768256534553393 1.06
0.173427361803988 1.01152551524546 0.97
2.8272113080784 -1.277087541601 1.1
1.31161076809713 0.0580524329316093 0.87
2.37408076786869 0.951630626199781 0.9
3.35922076787301 1.08664152155471 0.87
0.00887626107896722 0.242555283981643 0.84
1.05488626124452 0.214942949014358 0.79
1.96198626119758 -0.499512920328215 0.83
2.98049626104648 -0.50757157708563 0.79
2.24735767344919 -0.774413764973827 0.89
0.711305295388229 2.50564851603398 0.93
2.00276825509218 0.634466073994902 1.04
2.00804825478417 2.08437544546568 1.1
2.59677910637311 -0.940381037544223 0.94
