Period.day lnBF
1.1 -5.1457747142624
1.1 -5.14577471426263
1.11122324250452 -4.14541619734324
1.12267786609144 -4.26831729017759
1.13437110059934 -5.6536238730241
1.1463104802462 -4.94746012348126
1.15850385981784 -4.22897190596301
1.17095943190081 -5.56287008449793
1.18368574523887 -4.18576771082165
1.19669172429981 -5.42146199457566
1.20608694794517 -5.05168913279645
1.20998669014641 -5.06063497424542
1.22358038271437 -5.08274945515755
1.23748298460896 -4.65751693473179
1.25170514654261 -4.74063919357648
1.26625801454697 -5.46651663240821
1.28115325910566 -5.20460194902567
1.29640310636755 -4.64996773722303
1.31202037161622 -3.92146602523313
1.3224052054579 -4.26621345654892
1.32801849518798 -3.1108203501136
1.34441158105024 -4.33083990710564
1.3612144382728 -0.281912070914457
1.3784426256484 -3.58898298969369
1.3961124997452 0.937555770993201
1.41424126670305 0.225975346658531
1.43284703811834 -2.26088217340269
1.4499415074523 -3.89500015067118
1.45194889139902 -3.32883224337398
1.47156693501255 -4.60873994155359
1.49172237909583 4.71768019307844
1.51243761194851 -3.67367508734865
1.53373628298942 -4.77862041275294
1.55564339282253 -2.61948255000196
1.57818539113347 2.58124986913301
1.58977775220196 -0.865520194925109
1.60139028322256 -1.81609757935449
1.62528774607663 -2.61721852845936
1.64990925499098 -3.69255123675326
1.6752882218777 -3.21483175331148
1.70146014653806 -3.44174407014928
1.7284627823394 -5.51133269096873
1.74310017914945 -4.58184294269107
1.75633631792236 -2.79384058651077
1.78512357677786 -4.73960687390318
1.81487023677807 -5.33675319378277
1.84562507202853 -2.477403168966
1.87744021973464 -1.6431416729216
1.91037147515412 -5.3873265877106
1.91120943184822 -5.41732064710832
1.94447861814529 -3.71365096030114
1.97982577533177 -3.02246277180573
2.01648182249961 -3.11551416471046
2.05452083253939 -3.72278627612
2.09402257506321 -5.50050251851893
2.09553159140167 -5.47317846667123
2.13507307478755 -2.87444539817771
2.17776523690746 -2.38400968548727
2.22219954903021 -5.3624464885696
2.26848487083072 -5.128340050206
2.29763027399666 -3.88314365476002
2.31673932449072 -3.16124308611209
2.36709130125465 -5.6272924684042
2.41968060216052 -3.88890842182842
2.47465973428654 -3.54307941178636
2.5192198951555 -2.82249008573272
2.53219538782351 -3.07967699544518
2.5924701241029 -3.55691429725117
2.65568431058777 -1.53652056153588
2.72205834603336 2.23784433060816
2.76218021322804 2.50190770048086
2.79183522788451 -1.55273835065837
2.86528352493547 -4.70544980110627
2.94270083190072 -3.84236230885823
3.02441779957358 5.08166057165126
3.02857227549704 4.94014600756977
3.11080285565418 -4.35604878549382
3.20226775839787 -2.94221696884664
3.29927415968487 -3.33383826869725
3.32065590216871 -0.914532434682412
3.40234139824672 1.17663203564111
3.51205580072938 -0.297141227066943
3.6290818422939 -2.99181026459313
3.64090885656616 -3.46823293101271
3.75417561544004 -0.618788066592158
3.88820118388407 -4.37384927520041
3.99204786414765 -3.3830201593331
4.03215056916638 -3.31327741932306
4.18716834762187 -4.04947197901809
4.3545821480526 -4.4691230268205
4.37705165865534 -4.88370940333651
4.53594077036019 -5.33214842810581
4.73306224346282 -5.54821174058689
4.79918625089633 -5.10751846909691
4.94809498343138 -4.86836967823329
5.18359641632134 -4.89371500082755
5.2620326345127 -4.21311800718239
5.44263517501646 -4.95344621279319
5.72892555027146 -5.30000011984883
5.76951716377027 -5.20565918536941
6.04700673166783 -5.51404389118089
6.32594486106269 -4.29444975139596
6.4024852695805 -4.29667429923471
6.80236839853259 -5.63777550782912
6.93603593668047 -5.35742077679491
7.25553059315462 -4.53298972652168
7.60496583064451 -4.6492841691405
7.77337992126688 -4.99414757977978
8.33840911628122 -5.64592278350152
8.3708316870954 -5.65773502927571
9.06776845465742 -4.85302632850765
9.14258763797617 -4.66619222627911
9.89129565981937 -4.05654806357357
10.0243232914617 -4.38998222117435
10.8793491172143 -5.53515155794297
10.9910958943771 -5.37797173863212
12.0511066380199 -4.3436187219289
12.0867046249126 -4.39589100555496
13.2133476585556 -5.42796172312397
13.5954886448332 -5.25356748670809
14.4876783178598 -4.87784512241204
15.5346841423542 -5.54358609337144
15.88490884109 -5.63932100259943
17.4168920204886 -3.05660703123361
18.1191069226968 -1.17248245002757
19.096623763347 0.531029105835744
20.9383533370839 -0.563547428839781
21.7350519126447 -1.86031311201132
22.9577042466555 -3.9288629059963
25.171806769706 -5.65009940732032
27.1540600182025 -5.52366630739583
27.5994432737639 -5.44385702037924
30.2612075482179 -5.51749038499496
33.1796795026959 -4.94000363306621
36.1726721938776 -1.77645051038574
36.3796167138231 -1.58205224543813
