Period.day lnBF
1.1 -6.01809293912713
1.1 -6.01809293911619
1.11122324250452 -8.19975837081111
1.12267786609144 -6.79561526916727
1.13437110059934 -6.94368317737559
1.1463104802462 -2.27115825906136
1.15850385981784 -7.73261610807677
1.17095943190081 -7.53163902087428
1.18368574523887 -7.78059359231446
1.19669172429981 -8.3100983606965
1.20608694794517 -4.95988056406653
1.20998669014641 -8.40530047796003
1.22358038271437 -8.65938487303851
1.23748298460896 -6.6721394134644
1.25170514654261 -8.74359148452944
1.26625801454697 -7.59992198887466
1.28115325910566 -8.60517804870577
1.29640310636755 -7.66493366021307
1.31202037161622 -6.31683466040711
1.3224052054579 -8.55693089069326
1.32801849518798 -8.51944163983461
1.34441158105024 -8.04104826932026
1.3612144382728 -8.67226214391914
1.3784426256484 -7.64194654080467
1.3961124997452 -7.02560860859252
1.41424126670305 -6.05154567948559
1.43284703811834 -7.11496359065474
1.4499415074523 -8.79168551358091
1.45194889139902 -7.30690526117214
1.47156693501255 -7.6441291610782
1.49172237909583 -7.92559832842466
1.51243761194851 -7.18994589612969
1.53373628298942 -8.53853217720411
1.55564339282253 -8.52169534519604
1.57818539113347 -8.06303855912508
1.58977775220196 -7.30090787289723
1.60139028322256 -8.12822144063472
1.62528774607663 -6.33354446513041
1.64990925499098 -7.39743953747652
1.6752882218777 -5.88616394988755
1.70146014653806 -7.54477703154113
1.7284627823394 -8.65521659703382
1.74310017914945 -7.67432783771142
1.75633631792236 -8.42192880379615
1.78512357677786 -7.03140042864023
1.81487023677807 -8.58240337948935
1.84562507202853 -7.59932401337283
1.87744021973464 -7.40411652980791
1.91037147515412 -8.46501285745173
1.91120943184822 -8.77706226295964
1.94447861814529 -5.274354110299
1.97982577533177 -8.59218594026823
2.01648182249961 -6.97283576431537
2.05452083253939 -8.54394483442987
2.09402257506321 -7.49858495833321
2.09553159140167 -8.67844402607378
2.13507307478755 -7.57465785882633
2.17776523690746 -7.83289710569187
2.22219954903021 -7.91786909989888
2.26848487083072 -6.94803958912978
2.29763027399666 -8.30839377473436
2.31673932449072 -6.65296705683186
2.36709130125465 -8.77081719245216
2.41968060216052 -6.62683083968662
2.47465973428654 -6.82150909716113
2.5192198951555 -5.95661709299457
2.53219538782351 -8.66463416157444
2.5924701241029 -5.92191960080723
2.65568431058777 -8.60332363733669
2.72205834603336 -8.15737086768918
2.76218021322804 -8.09686493842409
2.79183522788451 -8.22516776068128
2.86528352493547 -7.3640164031601
2.94270083190072 -8.58299606220952
3.02441779957358 -8.2760094570746
3.02857227549704 -6.48725739711253
3.11080285565418 -7.32179228451172
3.20226775839787 -8.35969049483021
3.29927415968487 -8.73915929704222
3.32065590216871 -5.71322922104089
3.40234139824672 -8.70581864963947
3.51205580072938 -4.39508155520572
3.6290818422939 -7.6942774619307
3.64090885656616 -8.76442114009031
3.75417561544004 -8.34682086363101
3.88820118388407 -3.78198579347259
3.99204786414765 -7.89056848165288
4.03215056916638 -8.0970181054383
4.18716834762187 -6.41022054741932
4.3545821480526 -8.59798534818446
4.37705165865534 -7.18081704303588
4.53594077036019 -5.82374307403748
4.73306224346282 -8.50354756516322
4.79918625089633 -8.19496788356765
4.94809498343138 -6.99799808704397
5.18359641632134 -6.43803703391149
5.2620326345127 -8.30150605838465
5.44263517501646 -6.40041997909841
5.72892555027146 -7.33688270395639
5.76951716377027 -5.87283676174109
6.04700673166783 -8.28703995654887
6.32594486106269 -7.91339958477916
6.4024852695805 -5.06532949867171
6.80236839853259 -8.23698467300858
6.93603593668047 -8.11874380370594
7.25553059315462 -8.18428284973438
7.60496583064451 -8.64424394576865
7.77337992126688 -7.08056865815538
8.33840911628122 -6.98040829969291
8.3708316870954 -8.26546818721764
9.06776845465742 -7.38241067881244
9.14258763797617 -6.35543160595433
9.89129565981937 -8.72733380829402
10.0243232914617 -8.11568709949072
10.8793491172143 -7.68834678199588
10.9910958943771 -6.26943034090525
12.0511066380199 -8.66633133182727
12.0867046249126 -4.98689319245701
13.2133476585556 -0.646302765726585
13.5954886448332 -7.81273923106959
14.4876783178598 -6.66285567038615
15.5346841423542 -7.43927725031674
15.88490884109 -7.91843232986706
17.4168920204886 -1.40732480265558
18.1191069226968 -8.71935115660907
19.096623763347 -7.7360968223873
20.9383533370839 -8.09627170987348
21.7350519126447 -5.66225787797085
22.9577042466555 -7.61417825283705
25.171806769706 -8.09610055182478
27.1540600182025 -8.32864217373532
27.5994432737639 -5.73120622901316
30.2612075482179 -6.55914140577281
33.1796795026959 -6.70418690270791
36.1726721938776 -7.44453294638352
36.3796167138231 -5.02065102408526
39.8881644452636 -7.19969811893145
43.7350859226572 -7.14041115349845
47.9530148168886 -5.05744934772557
52.5777320775187 -8.81844843620121
54.161050794014 -8.15840294937289
57.6484694647758 -4.1949969793981
63.2082423549834 -0.809698474200868
69.3042146426368 -7.01288604886478
75.9880988346134 -6.00414945633056
83.3165947305407 -7.80608504384337
91.3518704106749 -8.18601114034061
100.162089611539 -8.73826738020422
107.738578127783 -8.2137804376637
109.821989963084 -5.37358069455654
120.413516992583 -7.61918372115791
132.026519273571 -4.78416557946666
144.759510616804 -8.14655996949125
158.720505768962 -7.03631257135007
174.027936708364 -7.82723193433162
190.811657310715 -8.09884240187896
209.21404490749 -4.93785328334389
229.391208081581 -7.96793394550342
251.514310945971 -4.31605664792864
275.771025139417 -8.01830178813576
302.367121856464 -8.54875000925664
331.528217417116 -8.81800697276042
361.272327188736 0.611718166057688
398.55876406234 -7.1042277619826
436.996839386133 -3.77848407113749
479.141985706278 -2.223381328099
525.35172288443 -7.72819842895219
576.018050955835 -6.63271298511025
631.57077548968 -6.33860770884757
692.481153656102 -6.29091608657288
759.265891929671 -6.10713164811878
832.491529342112 -1.70056453442762
912.779243467667 -2.9448796565657
1000.81011991056 -7.86334486932836
1097.33092999597 -8.58661249560959
1203.16046567698 -7.42712209605137
