BinPhase.day BinRV eBinRV
0.00149499997496605 0.320240247902039 1.15738282316416
0.574615918995562 -1.70057862319207 1.19
0.450171277061827 1.40301039761586 1.03
2.88158889903332 1.99368381202385 1.06
1.41873327098375 0.434591983680738 1.11
2.08052259575265 1.59272136974012 0.98
0.711249791964065 2.17200371114245 0.99
1.72913669785339 -1.91355958325047 1.03
4.16908768414714 -0.561365331788427 1.13
1.87594656258329 -0.248238556783003 1.6
0.58114205587799 -1.49226773611415 1.02
0.290737549148844 1.27127644754286 1.12
3.25153445478873 -0.934035865732167 1.25
2.86696165091371 -2.92391753718488 0.98
1.55285714393199 -1.49340196577671 1.03
1.30771263724546 1.69343545380917 0.95
3.2264926371945 0.911680210209171 1.03
0.307171090144266 -0.0897435539204776 0.93
1.28434108999704 1.2711728186987 1.02
1.48315095486828 -0.157972743356687 1.28
2.20536463092503 1.35919661695953 0.93
1.96864012409128 -1.54646268916358 0.96
1.28687308367557 -0.800042399137721 1.01
1.28161956357098 -0.242593427305429 1.02
3.88335548231794 -2.41894242113905 1.06
0.323286468925062 0.122434744267737 1.07
0.0377553475655077 -0.520399221901869 1.08
0.964427050315408 -0.788639224256965 1.07
3.74233254358842 0.633062998787185 0.98
1.99469395594269 -0.866153203081979 1.14
2.51398142223206 -1.37680365215371 1.04
4.2279769154793 -0.777001729243116 1.02
1.16970536837744 0.693963508394965 1.05
3.9774957941836 -0.444288849507511 1.15
3.78298947014491 -0.112745964464924 0.91
0.453324963425075 1.32815175472286 0.92
0.152050456348661 -0.759910670011019 1.06
0.173427361803988 1.018961092 0.97
2.8272113080784 -1.25216470173506 1.1
1.31161076809713 0.0679845680468488 0.87
2.37408076786869 0.975724906963232 0.9
3.35922076787301 1.11062709466317 0.87
0.00887626107896722 0.255697262407784 0.84
1.05488626124452 0.209733564480748 0.79
1.96198626119758 -0.477817106958006 0.83
2.98049626104648 -0.482704090246406 0.79
2.24735767344919 -0.750853919574853 0.89
0.711305295388229 0.53527996393899 0.93
2.00540825493817 1.34084996466032 0.755712520644797
