t-tmin RVres eRVres
0 -1.09527685042887 0.68
0.000770000275224447 -1.57417876804299 0.7
0.00151999993249774 -1.90311179452104 0.68
0.00229000020772219 0.0379809768543227 0.67
0.00304999994114041 -0.430943083131285 0.72
0.00381000014021993 -0.569869764337431 0.69
0.00460000010207295 -1.21875685762205 0.67
0.00536999991163611 -0.807674853097438 0.71
0.00613000011071563 -1.29660954042185 0.66
0.00690999999642372 -1.67551892171073 0.69
0.858150000218302 -1.21201720054571 0.7
0.858920000027865 -2.88016301367368 0.67
0.859680000226945 -2.53836320187717 0.71
0.860439999960363 0.303532897084565 0.77
0.861190000083297 9.74536433680066 0.92
0.861940000206232 2.20728452983378 0.84
0.862680000253022 5.10913035469972 0.86
0.86343999998644 7.16138127260048 0.88
0.864200000185519 0.153715744872057 0.83
0.864959999918938 3.79613122385154 0.78
1.86201000027359 2.93309199772765 0.66
1.86279000015929 3.16325153665613 0.69
1.863570000045 -1.15659310000187 0.65
1.86434999993071 0.223558076854901 0.68
1.86513000028208 0.633705056352108 0.65
1.86592000024393 -0.276150369669824 0.65
1.86672000028193 -0.456008376802743 0.66
1.86750000016764 0.204125780932288 0.67
1.86830000020564 0.734258971623439 0.66
1.86908000009134 -0.015615475835954 0.66
2.9236099999398 -1.05001440098825 0.64
2.92452999996021 -0.336741726997332 0.62
2.92531000031158 -0.99397419233972 0.66
2.926070000045 -0.371283886637204 0.68
2.92684999993071 0.271470811467095 0.71
2.92762000020593 -2.24581614717135 0.74
2.92840000009164 -1.95307427319399 0.68
2.92917000036687 -0.620373845345345 0.69
2.92995000025257 0.522355297853797 0.65
2.93070999998599 -0.194991666231594 0.68
3.86042000027373 -2.57466984656675 0.66
3.86122000031173 -1.76021631260949 0.64
3.86200000019744 -2.63565536695611 0.63
3.86275000032037 -1.34091448261937 0.62
3.86349999997765 -0.826202425628451 0.63
3.86424000002444 -3.57144826709577 0.64
3.86501000029966 -1.85693688405932 0.67
3.86575999995694 -2.00231260438912 0.63
3.86652000015602 -2.57779002712689 0.66
3.8672600002028 -3.31315249328325 0.68
4.86150000011548 -3.25410594233386 0.62
4.86232000030577 3.73711733107711 0.7
4.86306999996305 3.92823340944413 0.67
4.86383000016212 2.84936167279805 0.62
4.86458000028506 3.36047243033067 0.67
4.86532999994233 2.80158054586486 0.65
4.86608000006527 1.42268602196192 0.63
4.86684000026435 0.773803545877605 0.65
4.86759999999776 1.99491836049134 0.64
4.8683500001207 -1.4339841472013 0.62
5.85783000010997 -2.97881452343767 0.58
5.85880000004545 -3.27379287157 0.58
5.85957999993116 -2.97176384968438 0.6
5.86034000013024 -4.34008645252739 0.58
5.8611099999398 -2.4982989828318 0.61
5.86186000006273 -1.86685992015656 0.62
5.86262000026181 -4.14531093442334 0.58
5.86339000007138 -2.7636537924998 0.57
5.86415000027046 -3.56219132407028 0.6
5.86489999992773 -3.70092189470788 0.59
6.87066000001505 -0.748186987303754 0.57
6.87150999996811 -1.23904966789149 0.54
6.87227000016719 -1.36982730836446 0.61
6.87303000036627 0.249389080045579 0.58
6.87378000002354 -1.66139009403758 0.62
6.87453000014648 0.107824876721791 0.62
6.87529999995604 -0.392987198089598 0.57
6.87605000007898 -1.99378415383764 0.61
6.87680000020191 -2.22458702471535 0.57
6.87755000032485 -0.215395830918766 0.56
7.88682000013068 0.828268178883189 0.56
7.88767000008374 0.680117336725623 0.56
7.89111000020057 -0.712467500745667 0.57
7.89188000001013 1.30917733735665 0.56
7.89265000028536 0.230816740920167 0.54
7.89341000001878 -0.277570462760767 0.58
7.89415000006557 0.523994832417254 0.61
7.89492999995127 0.815639348354758 0.58
7.8957000002265 0.177257371243956 0.54
7.89647000003606 0.518870032779182 0.57
8.86091000027955 -1.57271505165069 0.51
8.86181000014767 -1.575839081959 0.54
8.86257999995723 -1.57711588630248 0.54
8.86334000015631 -0.56828998967076 0.55
8.86412000004202 -0.0798032425239292 0.56
8.8648800002411 -1.15106513333709 0.53
8.86563999997452 -1.26237018748046 0.54
8.86642999993637 -2.13416713515039 0.51
8.86719000013545 0.844440121619784 0.53
8.86795000033453 -1.28699541687227 0.54
9.86194000020623 0.435308974288518 0.69
9.86379000032321 -0.157627802279738 0.56
9.86468000011519 -1.11904597048605 0.53
9.86553000006825 -0.880403640616954 0.54
9.86633000010625 -1.09168433947305 0.5
9.86710999999195 -0.592935720503234 0.54
9.86789999995381 -0.78420586246261 0.49
9.86868000030518 -0.895462610648603 0.51
9.86944000003859 -1.38668969841912 0.49
9.87020000023767 -1.0979193188246 0.51
27.8692999999039 -1.48251215900381 0.43
27.8702600002289 -0.871281159348885 0.47
27.8710300000384 -0.620296894271025 0.47
27.8717900002375 -1.97932811754775 0.39
27.8725499999709 -1.2483620311739 0.4
27.8733200002462 -0.877385976830919 0.44
27.8740799999796 -1.4664253092604 0.44
27.874860000331 -1.49544216112992 0.4
27.8756200000644 -0.864486953207673 0.41
27.8763800002635 0.466465558858608 0.43
28.8601899999194 2.75857918109658 0.47
28.8610400003381 0.917512259827446 0.42
28.8618200002238 1.0256741468816 0.45
28.8625900000334 0.513698224539634 0.44
28.8633500002325 1.32158594600611 0.45
28.8641400001943 2.81975133844119 0.42
28.8649100000039 8.13767713736217 0.46
28.8656900003552 -1.15432704030028 0.43
28.8664800003171 3.09373769778153 0.44
28.8672400000505 1.13146444017332 0.45
29.8648999999277 -1.75719232513555 0.42
29.8661100002937 -1.45893433793663 0.43
29.8668900001794 -1.56006826456505 0.43
29.8676700000651 -0.581210839443969 0.41
29.8684400003403 -0.0223472851863251 0.44
29.8692200002261 -2.24350715542827 0.43
29.8700000001118 -0.414675784808762 0.43
29.8707699999213 -0.715838059752735 0.4
29.8715500002727 -0.377024207566023 0.42
29.8723400002345 -0.688234605377957 0.4
30.8607200002298 -0.182694508092272 0.4
30.8615700001828 0.209562342096477 0.44
30.8623500000685 -0.248371220139622 0.44
30.8631200003438 -0.826335537191024 0.42
30.8639000002295 -0.964277724609873 0.43
30.864670000039 -0.232250534616671 0.44
30.8654499999247 -0.0902013009975068 0.44
30.8662100001238 -0.378208746984311 0.43
30.8669700003229 0.283779735511834 0.43
30.8677500002086 0.175816323124184 0.41
31.8719999999739 0.453647135816449 0.47
31.8728300002404 2.29241384345974 0.46
31.8736200002022 -2.35818679606108 0.45
31.8744100001641 19.1413044992176 0.61
31.8751900000498 2.88102182104523 0.5
31.8759699999355 1.32083434837801 0.43
31.8767400002107 0.500873593326331 0.48
31.8775200000964 4.32088362537253 0.5
31.878289999906 0.261123337868223 0.46
31.8790800003335 0.761217312058466 0.47
32.8740400001407 0.0789810480337653 0.45
32.8748000003397 2.05940755955144 0.45
32.875549999997 0.519825432800813 0.45
32.87630000012 0.530240296003415 0.42
32.8770699999295 0.0506630856613267 0.46
32.8778300001286 0.91107726411051 0.43
32.8785800002515 1.41148294894023 0.46
32.8793399999849 -0.46810904636112 0.43
33.8667000001296 0.4714021023548 0.48
33.8675999999978 -2.04302872649714 0.45
33.8683600001968 0.0816556112018227 0.46
33.8691300000064 -0.53361561745087 0.46
33.8699000002816 -1.66890406652987 0.45
33.8706600000151 -0.594270510256889 0.45
33.871410000138 -0.519714200726612 0.42
33.8721600002609 -1.26517398310918 0.44
33.8729199999943 -0.920589564151177 0.46
33.8736900002696 -0.955961502156195 0.41
34.8662300002761 3.44560230937898 0.46
34.8671400002204 1.4919278918631 0.45
34.8678999999538 1.92884340518621 0.43
34.8686899999157 1.68562189335951 0.45
34.8694500001147 2.45250795600058 0.47
34.8702100003138 2.3593794726821 0.45
34.8709800001234 2.00619492000506 0.45
34.8717300002463 2.13307858686008 0.46
34.872510000132 1.91982235297396 0.51
34.8732700003311 2.14663458310452 0.47
36.8660699999891 5.9514764050176 0.51
36.8677400001325 1.40560597061002 0.44
36.868509999942 0.152381942659815 0.45
36.8692999999039 -0.490498426611328 0.49
36.8700900003314 -1.30321170825188 0.45
36.870860000141 -0.215951327848455 0.48
36.8716400000267 0.10155982936991 0.48
36.8724299999885 -2.04067495668802 0.45
36.8732000002638 4.78704374627792 0.47
36.8739800001495 -0.594989013873317 0.48
37.8630300001241 -0.0499925868565007 0.45
37.8639199999161 0.919133831712674 0.44
37.8646900001913 1.06837500933351 0.5
37.8654499999247 1.1776232795218 0.49
37.8662300002761 2.16684890346025 0.47
37.8670100001618 -1.31392838203292 0.46
37.8677600002848 -0.574678525245585 0.45
37.8685300000943 -0.355451489088664 0.48
37.8692900002934 0.353782777318237 0.47
37.8700500000268 0.223014245648967 0.46
38.864370000083 0.528754585951212 0.47
38.8652300001122 0.282587577104394 0.5
38.8659999999218 0.946009194093976 0.47
38.866770000197 0.309421179131148 0.48
38.8675400000066 0.892823572523556 0.51
38.8683000002056 1.39617242023192 0.5
38.8690800000913 2.05959976898544 0.5
38.8698400002904 0.642929902904475 0.47
38.8706100001 1.27629449885362 0.52
38.8713799999095 2.0396497227645 0.53
39.8642899999395 4.86680940203137 0.54
39.865080000367 1.85223458179814 0.48
39.8658500001766 0.787749696829276 0.52
39.8666400001384 1.50312161327535 0.52
39.8674000003375 2.18864360941942 0.49
39.8681800002232 -0.0559785539989777 0.53
39.8689399999566 3.8594920161889 0.56
39.869720000308 1.98481677863002 0.59
39.8704800000414 4.77023535504369 0.59
40.864120000042 -0.0883526996245485 0.46
40.8650299999863 -0.406734065758747 0.47
40.8657900001854 -1.49538524671153 0.47
40.8665700000711 -1.60400377702248 0.48
40.8673300002702 -0.772660498104067 0.47
40.8680700003169 0.0486448069257529 0.5
40.8688400001265 -1.20999971747021 0.47
40.8696099999361 0.331352958806004 0.49
40.8703800002113 0.282702838589252 0.48
40.8711399999447 -1.45596755458309 0.46
41.8625600002706 0.0806618649294555 0.49
41.8633500002325 -0.61573859616251 0.47
