tsim RVsim
0 6.88912389405148
3.37024313313337 6.80015458595544
6.74048626626673 6.71156903013534
10.1107293994001 6.62336717067838
13.4809725325335 6.53554894689194
16.8512156656668 6.44811429330029
20.2214587988002 6.36106313964211
23.5917019319336 6.27439541086773
26.9619450650669 6.18811102713654
30.3321881982003 6.10220990381481
33.7024313313336 6.01669195147338
37.072674464467 5.93155707588555
40.4429175976004 5.84680517802533
43.8131607307337 5.76243615406555
47.1834038638671 5.6784498953763
50.5536469970005 5.59484628852351
53.9238901301338 5.5116252152675
57.2941332632672 5.42878655256197
60.6643763964006 5.34633017255288
64.0346195295339 5.26425594257765
67.4048626626673 5.18256372516443
70.7751057958007 5.1012533780315
74.145348928934 5.0203247540869
77.5155920620674 4.93977770142817
80.8858351952008 4.85961206334214
84.2560783283341 4.77982767830513
87.6263214614675 4.700424379983
90.9965645946009 4.62140199723159
94.3668077277342 4.5427603540971
97.7370508608676 4.46449926981688
101.107293994001 4.38661855882008
104.477537127134 4.30911803072868
107.847780260268 4.23199749035851
111.218023393401 4.15525673772063
114.588266526534 4.07889556802267
117.958509659668 4.00291377167025
121.328752792801 3.92731113426888
124.698995925935 3.85208743662578
128.069239059068 3.77724245475171
131.439482192201 3.70277595986337
134.809725325335 3.62868771838561
138.179968458468 3.55497749195379
141.550211591601 3.48164503741663
144.920454724735 3.40869010683872
148.290697857868 3.33611244750365
151.660940991001 3.26391180191696
155.031184124135 3.19208790780938
158.401427257268 3.12064049814026
161.771670390402 3.04956930110107
165.141913523535 2.978874040119
168.512156656668 2.90855443386094
171.882399789802 2.83861019623733
175.252642922935 2.76904103640632
178.622886056068 2.6998466587782
181.993129189202 2.63102676301958
185.363372322335 2.56258104405816
188.733615455468 2.49450919208745
192.103858588602 2.42681089257159
195.474101721735 2.35948582625045
198.844344854869 2.29253366914472
202.214587988002 2.22595409256142
205.584831121135 2.15974676309931
208.955074254269 2.09391134265432
212.325317387402 2.02844748842583
215.695560520535 1.96335485292208
219.065803653669 1.8986330839665
222.436046786802 1.83428182470406
225.806289919935 1.77030071360748
229.176533053069 1.70668938448377
232.546776186202 1.64344746648096
235.917019319336 1.58057458409499
239.287262452469 1.51807035717655
242.657505585602 1.45593440093836
246.027748718736 1.39416632596223
249.397991851869 1.33276573820675
252.768234985002 1.27173223901468
256.138478118136 1.21106542512062
259.508721251269 1.15076488865904
262.878964384402 1.09083021717215
266.249207517536 1.03126099361808
269.619450650669 0.972056796379178
272.989693783803 0.913217199270463
276.359936916936 0.854741771548177
279.730180050069 0.796630077918586
283.100423183203 0.738881678546697
286.470666316336 0.681496129065387
289.840909449469 0.624472980584549
