t-tmin RVres eRVres
0 2.88167929518046 1.12
86.8677699998952 -3.03290159754816 1.2
512.720830000006 2.64769441991027 1.26
798.844159999862 -0.285940852355616 1.31
809.861860000063 -4.20595764790913 1.39
1166.91406999994 -0.0601435610098804 1.27
1210.80714000016 2.86120242031047 1.84
1215.81864000019 -1.26984636083939 1.5
1526.92460000003 1.20243451574286 1.38
1542.85289000021 2.11389230181376 1.18
1858.01385000022 -0.493447722968406 1.29
1864.95739000011 0.463081753474006 1.35
1917.74770000018 0.0153694644982949 1.34
1918.86915000016 -4.20071726786375 1.38
1980.71639000019 6.73335230479422 1.25
2189.01114000008 -2.13470376776373 1.24
2214.03319999995 2.66191393541311 1.24
2273.88605999993 -3.06821869749217 1.15
2279.77392000007 -0.843215212369085 1.37
2925.98197000008 -0.479624005058305 1.04
2930.02258000011 -4.23504796329409 1.13
2952.94738999987 -2.31663790841297 1.31
2988.90189999994 -0.214280787549024 1.11
2988.90567999985 -0.643428282519436 1.27
3075.68143999996 0.423716105101793 1.19
3075.68532000016 2.07315116917578 1.23
3285.00774999987 -0.774275951823824 1.35
3285.01054000016 -2.1243538202091 1.32
3285.01342000021 1.70556580254659 1.41
3333.95662999991 1.10208495426911 1.22
3333.96253000014 2.02201691235821 1.28
3344.89669999992 3.88438303782361 1.24
3366.87289000023 -1.78147115054008 1.2
