BinPhase.day BinRV eBinRV
0 1.33937958593563 1.12
86.8677699998952 -4.04997326886482 1.2
512.720830000006 3.13609364645176 1.26
798.844159999862 0.121863114713122 1.31
809.861860000063 -3.85804014297049 1.39
1166.91406999994 0.0144690691266902 1.27
1210.80714000016 3.0870473654249 1.84
1215.81864000019 -1.02301915592964 1.5
1526.92460000003 1.20097171020534 1.38
1542.85289000021 1.98659627676467 1.18
1858.01385000022 -0.411770818105243 1.29
1864.95739000011 0.59219654475792 1.35
1917.74770000018 0.446454842436708 1.34
1918.86915000016 -3.7646139227234 1.38
1980.71639000019 7.35463724925986 1.25
2189.01114000008 -2.05073825954934 1.24
2214.03319999995 2.56451257966674 1.24
2273.88605999993 -3.5574820400549 1.15
2279.77392000007 -1.34528843292058 1.37
2925.98197000008 -0.890178114630039 1.04
2930.02258000011 -4.63033902425631 1.13
2952.94738999987 -2.50220444184517 1.31
2988.90378999989 0.200005026573641 0.835767664337522
3075.68338000006 -0.267322384038291 0.855248629642053
3285.01057000008 -0.279915782892569 0.784317179831496
3333.95958000002 1.95635005348312 0.883120057638341
3344.89669999992 4.33601276698764 1.24
