phase.day RV-model eRV
0 -65.8781094373797 1.12
86.8677699998952 -70.5253013819452 1.2
512.720830000006 -56.1455067529846 1.26
798.844159999862 -51.3796054869449 1.31
809.861860000063 -55.020330668032 1.39
1166.91406999994 -38.9271984293329 1.27
1210.80714000016 -34.2201400898969 1.84
1215.81864000019 -38.1421975679594 1.5
1526.92460000003 -23.844122402878 1.38
1542.85289000021 -22.4263460186309 1.18
1858.01385000022 -12.2989616852872 1.29
1864.95739000011 -11.0212887024434 1.35
1917.74770000018 -9.09308405327287 1.34
1918.86915000016 -13.2602396224571 1.38
1980.71639000019 0.270197643674333 1.25
2189.01114000008 -1.20736190223571 1.24
2214.03319999995 4.33613888243303 1.24
2273.88605999993 0.410385862564781 1.15
2279.77392000007 2.83672245508699 1.37
2925.98197000008 24.2840111845829 1.04
2930.02258000011 20.6576427394495 1.13
2952.94738999987 23.4269799919249 1.31
2988.90189999994 27.3054850635779 1.11
2988.90567999985 26.8765286666333 1.27
3075.68143999996 28.168672123408 1.19
3075.68532000016 29.818138281978 1.23
3285.00774999987 33.7912300018581 1.35
3285.01054000016 32.4412311857102 1.32
3285.01342000021 36.2712324102682 1.41
3333.95662999991 36.9864439800324 1.22
3333.96253000014 37.9065272617048 1.28
3344.89669999992 40.0464130385778 1.24
3366.87289000023 34.92133732558 1.2
