BinPhase.day BinRV eBinRV
0 1.52989905414698 1.12
86.8677699998952 -3.43255291255954 1.2
512.720830000006 5.18699456874658 1.26
798.844159999862 -0.163220087170004 1.31
809.861860000063 -4.2574080194349 1.39
1166.91406999994 -0.409462871221763 1.27
1210.80714000016 2.9218852314966 1.84
1215.81864000019 -1.19169540481522 1.5
1526.92460000003 -0.877390277425867 1.38
1542.85289000021 -0.0397009457215844 1.18
1858.01385000022 0.0516103971297284 1.29
1864.95739000011 1.07921840325998 1.35
1917.74770000018 0.873939354632896 1.34
1918.86915000016 -3.34140231663224 1.38
1980.71639000019 7.46055559499866 1.25
2189.01114000008 -2.68584139579844 1.24
2214.03319999995 2.09692756458745 1.24
2273.88605999993 -2.86141615806297 1.15
2279.77392000007 -0.465555299603182 1.37
2925.98197000008 -0.147632299806805 1.04
2930.02258000011 -3.7901127895635 1.13
2952.94738999987 -1.07829816260001 1.31
2988.90378999989 1.74884683019972 0.835767664337522
3075.68338000006 -0.0083517419423883 0.855248629642053
3285.01057000008 -0.44479971774007 0.784317179831496
3333.95958000002 1.06427436731478 0.883120057638341
3344.89669999992 3.28039779112669 1.24
