phase.day RVres eRV
0 -4.22607931604591 1.74
0.0029899999499321 3.7939741375957 1.55
2.27816639058224 -1.69368988654906 1.19
0.995113106473582 1.38267621352979 1.03
3.09678899427973 1.89814035704064 1.06
0.191399645457523 0.379800603349239 1.11
2.62997699776065 1.54089748991614 0.98
3.50919649497041 2.13564860496978 0.99
2.37473698359281 -1.9497722893018 1.03
0.958791081032587 -0.588694864537557 1.13
1.22097566684874 -0.277371738267925 1.6
0.0681336994423418 -1.46827786011581 1.02
4.05951369946365 1.23349079078233 1.12
0.728142220384825 -0.968346783933101 1.25
2.59206171750839 -2.96241664831723 0.98
1.41991974982557 -1.51124799830892 1.03
1.31673778243794 1.68214863882742 0.95
3.23551778238698 0.81909214609605 1.03
1.30993401042883 -0.0904188471976007 0.93
2.28710401028161 1.25603104334346 1.02
1.1853426936791 -0.171879754860136 1.28
0.442114321179361 1.33400347075754 0.93
0.34735235364451 -1.57211701247422 0.96
0.517360549022214 -0.808735875722109 1.01
0.937994646814104 -0.245735605121779 1.02
1.10345906969633 -2.4313239093947 1.06
1.96713710235281 0.130655530884291 1.07
0.0971097209214804 -0.540817369346457 1.08
3.13031118537083 -0.803513037093731 1.07
1.91035725049142 0.625272487436387 0.98
2.00823167373119 -0.873668166877952 1.14
3.2373318365153 -1.4513274680426 1.04
0.953467901609656 -0.775951660860286 1.02
3.02875609705143 0.673773871048231 1.05
3.25831248769418 -0.517247696955826 1.15
1.59836411509878 -0.109997300383992 0.91
2.55048411512962 1.3573383191016 0.92
2.39117214735188 -0.751231502271246 1.06
0.260202635540281 1.02455465263923 0.97
4.04968689620546 -1.28013179132509 1.1
1.47162359778076 0.0930032526310366 0.87
2.53409359755233 0.976160469054439 0.9
3.51923359755665 0.0459080180295915 0.87
0.310851630061279 0.266247410741818 0.84
1.35686163022683 0.249951968402405 0.79
2.26396163017989 -0.469653268239323 0.83
3.28247163002879 -0.553367119858538 0.79
0.255024085865898 -0.750917927908902 0.89
2.52905194109098 2.53752604534053 0.93
0.532468169136791 0.670796491411802 1.04
0.537748168828784 2.12079643142638 1.1
0.109832917541553 -0.913457515956975 0.94
