phase.day RV-model eRV
0 13.1948885438848 1.12
86.8677699998952 8.26378074505128 1.2
512.720830000006 -5.81141866116165 1.26
146.372540444434 4.15431050063005 1.31
157.390240444635 0.146853295326098 1.39
514.442450444513 -10.1166705285467 1.27
558.335520444737 -1.79670168154756 1.84
563.347020444759 -5.42099647849989 1.5
221.981360889172 6.38317346485706 1.38
237.909650889357 6.74130658441266 1.18
553.070610889365 -1.96990717005356 1.29
560.014150889256 -0.262002489704595 1.35
612.804460889326 3.82809517317055 1.34
613.925910889303 -0.310628143210239 1.38
23.3015313339065 13.9797801301883 1.25
231.596281333791 6.47690750572638 1.24
256.618341333663 10.0953931752804 1.24
316.471201333648 -1.0964689978649 1.15
322.359061333781 0.31023387289573 1.37
316.095491778369 0.795891487637097 1.04
320.136101778394 -3.52950859208225 1.13
343.060911778158 -5.40341047856784 1.31
379.015421778227 -10.9424790648136 1.11
379.019201778139 -11.3724747615777 1.27
465.794961778245 -14.2636873066411 1.19
465.798841778452 -12.6136828895626 1.23
22.6496522227335 3.82461441974124 1.35
22.6524422230232 2.47461759593961 1.32
22.6553222230668 6.30462087459571 1.41
71.5985322227734 6.71033891327717 1.22
71.6044322229955 7.63034562996863 1.28
82.5386022227849 9.61279333225464 1.24
104.514792223092 4.07781151566589 1.2
