tbin-tmin RVbinRes eRVbinRes
0.00149499997496605 0.320240247902039 1.15738282316416
51.9560300000012 -1.70057862319207 1.19
141.749059999827 1.40301039761586 1.03
383.960409999825 1.99368381202385 1.06
463.851460000034 0.434591983680738 1.11
892.69169999985 1.59272136974012 0.98
1084.00272999983 2.17200371114245 0.99
1144.96560000023 -1.91355958325047 1.03
1155.96912000002 -0.561365331788427 1.13
1230.74809999997 -0.248238556783003 1.6
1233.73508000001 -1.49226773611415 1.02
1237.72646000003 1.27127644754286 1.12
1300.63224000018 -0.934035865732167 1.25
1492.92797000008 -2.92391753718488 0.98
1495.89564999985 -1.49340196577671 1.03
1499.93228999991 1.69343545380917 0.95
1501.85106999986 0.911680210209171 1.03
1528.90424000006 -0.0897435539204776 0.93
1529.88140999991 1.2711728186987 1.02
1615.7159099998 -0.157972743356687 1.28
1821.96377999987 1.35919661695953 0.93
1826.00883999979 -1.54646268916358 0.96
1851.01777999988 -0.800042399137721 1.01
1863.85788000003 -0.242593427305429 1.02
1917.84102999978 -2.41894242113905 1.06
1922.84452999989 0.122434744267737 1.07
1999.63112000003 -0.520399221901869 1.08
2188.9563099998 -0.788639224256965 1.07
2196.01599999983 0.633062998787185 0.98
2249.93155999994 -0.866153203081979 1.14
2271.85976999998 -1.37680365215371 1.04
2277.85554999998 -0.777001729243116 1.02
2304.76977000013 0.693963508394965 1.05
2354.67719000019 -0.444288849507511 1.15
2560.00834000017 -0.112745964464924 0.91
2560.96046000021 1.32815175472286 0.92
2564.94096999988 -0.759910670011019 1.06
2624.90732999984 1.018961092 0.97
2661.81539000012 -1.25216470173506 1.1
3002.84255000018 0.0679845680468488 0.87
3003.90501999995 0.975724906963232 0.9
3004.89015999995 1.11062709466317 0.87
3005.82159999991 0.255697262407784 0.84
3006.86761000007 0.209733564480748 0.79
3007.77471000003 -0.477817106958006 0.83
3008.79321999988 -0.482704090246406 0.79
3063.72328000003 -0.750853919574853 0.89
3301.96716 0.53527996393899 0.93
3328.95197000005 1.34084996466032 0.755712520644797
