phase.day RVres eRV
0 -2.06527458059367 0.68
0.000770000275224447 -2.54415086200925 0.7
0.00151999993249774 -2.87305631088043 0.68
0.00229000020772219 -0.931932549371322 0.67
0.00304999994114041 -1.4008233617113 0.72
0.00381000014021993 -1.5397141523226 0.69
0.00460000010207295 -2.18856113645621 0.67
0.00536999991163611 -1.77743728931444 0.71
0.00613000011071563 -2.26632801600184 0.66
0.00690999999642372 -2.64518953008997 0.69
0.858150000218302 1.64086152083411 0.7
0.858920000027865 -0.0380144714303867 0.67
0.859680000226945 0.293094925706512 0.71
0.860439999960363 3.12420430857743 0.77
0.861190000083297 12.5552990815349 0.92
0.861940000206232 5.00639384123248 0.84
0.862680000253022 7.89747399101545 0.86
0.86343999998644 9.93858332011088 0.88
0.864200000185519 2.91969263622609 0.83
0.864959999918938 6.55080193798687 0.78
1.86201000027359 2.09050091597269 0.66
1.86279000015929 2.32161306013776 0.69
1.863570000045 -1.99727481960325 0.65
1.86434999993071 -0.616162723252462 0.68
1.86513000028208 -0.205050650148074 0.65
1.86592000024393 -1.11392434463223 0.65
1.86672000028193 -1.29278380697474 0.66
1.86750000016764 -0.631671807197762 0.67
1.86830000020564 -0.100531319231344 0.66
1.86908000009134 -0.849419367907455 0.66
2.9236099999398 -1.70843597107428 0.64
2.92452999996021 -0.997163605419523 0.62
2.92531000031158 -1.65608488722884 0.66
2.926070000045 -1.03503385321117 0.68
2.92684999993071 -0.393955184702548 0.71
2.92762000020593 -2.91289036910342 0.74
2.92840000009164 -2.62181174995348 0.68
2.92917000036687 -1.29074698308132 0.69
2.92995000025257 -0.149668413292233 0.65
2.93070999998599 -0.868617523246623 0.68
3.86042000027373 -2.13106191298222 0.66
3.86122000031173 -1.30998720220009 0.64
3.86200000019744 -2.17893938717716 0.63
3.86275000032037 -0.877931898295731 0.62
3.86349999997765 -0.356924435413067 0.63
3.86424000002444 -3.09593042972378 0.64
3.86501000029966 -1.37489615243429 0.67
3.86575999995694 -1.51388876603449 0.63
3.86652000015602 -2.08286797298197 0.66
3.8672600002028 -2.81187406815735 0.68
4.86150000011548 -4.23119429429715 0.62
4.86232000030577 2.75986359928342 0.7
4.86306999996305 2.95083114563165 0.67
4.86383000016212 1.87181155568955 0.62
4.86458000028506 2.38277902838706 0.67
4.86532999994233 1.82374646358174 0.65
4.86608000006527 0.444713862460087 0.63
4.86684000026435 -0.204305877587586 0.65
4.86759999999776 1.01667434382543 0.64
4.8683500001207 -2.41235836912215 0.62
5.85783000010997 -1.51603476910472 0.58
5.85880000004545 -1.82487162714759 0.58
5.85957999993116 -1.53393640447765 0.6
5.86034000013024 -2.9130252363925 0.58
5.8611099999398 -1.08210215515059 0.61
5.86186000006273 -0.461203122706308 0.62
5.86262000026181 -2.75029217663556 0.58
5.86339000007138 -1.3793693204646 0.57
5.86415000027046 -2.18845852360068 0.6
5.86489999992773 -2.33755978427687 0.59
6.87066000001505 -1.44999964053607 0.57
6.87150999996811 -1.93915406550607 0.54
6.87227000016719 -2.06839820846915 0.61
6.87303000036627 -0.447642527878187 0.58
6.87378000002354 -2.3568969640867 0.62
6.87453000014648 -0.586151571901658 0.62
6.87529999995604 -1.08538648204292 0.57
6.87605000007898 -2.68464143894547 0.61
6.87680000020191 -2.91389656827322 0.57
6.87755000032485 -0.90315187014388 0.56
7.88682000013068 0.0610169036898824 0.56
7.88767000008374 -0.0885711582351849 0.56
7.89111000020057 -1.4869096503678 0.57
7.89188000001013 0.533461018376233 0.56
