tbin-tmin RVbinRes eRVbinRes
0 2.11205508568891 1.12
86.8677699998952 -3.12294861810784 1.2
512.720830000006 4.67377919087386 1.26
798.844159999862 -0.647179017373318 1.31
809.861860000063 -4.71024207738763 1.39
1166.91406999994 -0.730753393345104 1.27
1210.80714000016 2.34355152001725 1.84
1215.81864000019 -1.78016461367802 1.5
1526.92460000003 -0.506774435683901 1.38
1542.85289000021 0.308244150118924 1.18
1858.01385000022 -0.182187598200912 1.29
1864.95739000011 0.833992965622585 1.35
1917.74770000018 0.684230678676492 1.34
1918.86915000016 -3.52802870797852 1.38
1980.71639000019 7.50331182681813 1.25
2189.01114000008 -1.94284622701946 1.24
2214.03319999995 2.78401122631774 1.24
2273.88605999993 -2.73371461777176 1.15
2279.77392000007 -0.429788189240149 1.37
2925.98197000008 0.176332022752476 1.04
2930.02258000011 -3.51133823153819 1.13
2952.94738999987 -1.06048042904042 1.31
2988.90378999989 1.73115457610814 0.835767664337522
3075.68338000006 -0.138723225764053 0.855248629642053
3285.01057000008 -0.819791377851144 0.784317179831496
3333.95958000002 0.926326081998377 0.883120057638341
3344.89669999992 3.19539107778899 1.24
