phase.day RVres eRV
0 -1.09527685042887 0.68
0.000770000275224447 -1.57417876804299 0.7
0.00151999993249774 -1.90311179452104 0.68
0.00229000020772219 0.0379809768543227 0.67
0.00304999994114041 -0.430943083131285 0.72
0.00381000014021993 -0.569869764337431 0.69
0.00460000010207295 -1.21875685762205 0.67
0.00536999991163611 -0.807674853097438 0.71
0.00613000011071563 -1.29660954042185 0.66
0.00690999999642372 -1.67551892171073 0.69
0.858150000218302 -1.21201720054571 0.7
0.858920000027865 -2.88016301367368 0.67
0.859680000226945 -2.53836320187717 0.71
0.860439999960363 0.303532897084565 0.77
0.861190000083297 9.74536433680066 0.92
0.861940000206232 2.20728452983378 0.84
0.862680000253022 5.10913035469972 0.86
0.86343999998644 7.16138127260048 0.88
0.864200000185519 0.153715744872057 0.83
0.864959999918938 3.79613122385154 0.78
0.224439631570742 2.93309199772765 0.66
0.225219631456451 3.16325153665613 0.69
0.225999631342159 -1.15659310000187 0.65
0.226779631227867 0.223558076854901 0.68
0.227559631579236 0.633705056352108 0.65
0.228349631541089 -0.276150369669824 0.65
0.229149631579087 -0.456008376802743 0.66
0.229929631464795 0.204125780932288 0.67
0.230729631502793 0.734258971623439 0.66
0.231509631388501 -0.015615475835954 0.66
1.28603963123696 -1.05001440098825 0.64
1.28695963125737 -0.336741726997332 0.62
1.28773963160874 -0.99397419233972 0.66
1.28849963134216 -0.371283886637204 0.68
1.28927963122787 0.271470811467095 0.71
1.29004963150309 -2.24581614717135 0.74
1.2908296313888 -1.95307427319399 0.68
1.29159963166402 -0.620373845345345 0.69
1.29237963154973 0.522355297853797 0.65
1.29313963128315 -0.194991666231594 0.68
0.585279262868049 -2.57466984656675 0.66
0.586079262906047 -1.76021631260949 0.64
0.586859262791755 -2.63565536695611 0.63
0.587609262914689 -1.34091448261937 0.62
0.588359262571962 -0.826202425628451 0.63
0.589099262618752 -3.57144826709577 0.64
0.589869262893977 -1.85693688405932 0.67
0.59061926255125 -2.00231260438912 0.63
0.591379262750329 -2.57779002712689 0.66
0.592119262797119 -3.31315249328325 0.68
1.5863592627098 -3.25410594233386 0.62
1.58717926290009 3.73711733107711 0.7
1.58792926255736 3.92823340944413 0.67
1.58868926275644 2.84936167279805 0.62
1.58943926287937 3.36047243033067 0.67
1.59018926253665 2.80158054586486 0.65
1.59093926265958 1.42268602196192 0.63
1.59169926285866 0.773803545877605 0.65
1.59245926259208 1.99491836049134 0.64
1.59320926271501 -1.4339841472013 0.62
0.945118894001442 -2.97881452343767 0.58
0.94608889393692 -3.27379287157 0.58
0.946868893822628 -2.97176384968438 0.6
0.947628894021707 -4.34008645252739 0.58
0.94839889383127 -2.4982989828318 0.61
0.949148893954205 -1.86685992015656 0.62
0.949908894153284 -4.14531093442334 0.58
0.950678893962848 -2.7636537924998 0.57
0.951438894161927 -3.56219132407028 0.6
0.9521888938192 -3.70092189470788 0.59
0.320378525203679 -0.748186987303754 0.57
0.32122852515674 -1.23904966789149 0.54
0.321988525355819 -1.36982730836446 0.61
0.322748525554899 0.249389080045579 0.58
0.323498525212172 -1.66139009403758 0.62
0.324248525335107 0.107824876721791 0.62
0.32501852514467 -0.392987198089598 0.57
0.325768525267605 -1.99378415383764 0.61
0.326518525390539 -2.22458702471535 0.57
0.327268525513474 -0.215395830918766 0.56
1.33653852531931 0.828268178883189 0.56
1.33738852527237 0.680117336725623 0.56
1.3408285253892 -0.712467500745667 0.57
1.34159852519876 1.30917733735665 0.56
1.34236852547399 0.230816740920167 0.54
1.3431285252074 -0.277570462760767 0.58
1.34386852525419 0.523994832417254 0.61
1.3446485251399 0.815639348354758 0.58
1.34541852541513 0.177257371243956 0.54
1.34618852522469 0.518870032779182 0.57
0.673058156765331 -1.57271505165069 0.51
0.673958156633455 -1.575839081959 0.54
0.674728156443019 -1.57711588630248 0.54
0.675488156642098 -0.56828998967076 0.55
0.676268156527806 -0.0798032425239292 0.56
0.677028156726886 -1.15106513333709 0.53
0.677788156460304 -1.26237018748046 0.54
0.678578156422157 -2.13416713515039 0.51
0.679338156621236 0.844440121619784 0.53
0.680098156820316 -1.28699541687227 0.54
0.0365177879891743 0.435308974288518 0.69
0.0383677881061484 -0.157627802279738 0.56
0.0392577878981282 -1.11904597048605 0.53
0.0401077878511895 -0.880403640616954 0.54
0.0409077878891875 -1.09168433947305 0.5
0.0416877877748956 -0.592935720503234 0.54
0.0424777877367486 -0.78420586246261 0.49
0.043257788088118 -0.895462610648603 0.51
0.0440177878215362 -1.38668969841912 0.49
0.0447777880206157 -1.0979193188246 0.51
0.0306037319555585 -1.48251215900381 0.43
0.0315637322805529 -0.871281159348885 0.47
0.032333732090116 -0.620296894271025 0.47
0.0330937322891955 -1.97932811754775 0.39
0.0338537320226138 -1.2483620311739 0.4
0.0346237322978382 -0.877385976830919 0.44
0.0353837320312564 -1.4664253092604 0.44
0.0361637323826258 -1.49544216112992 0.4
0.0369237321160441 -0.864486953207673 0.41
0.0376837323151236 0.466465558858608 0.43
1.02149373197106 2.75857918109658 0.47
1.02234373238978 0.917512259827446 0.42
1.02312373227549 1.0256741468816 0.45
1.02389373208505 0.513698224539634 0.44
1.02465373228413 1.32158594600611 0.45
1.02544373224598 2.81975133844119 0.42
1.02621373205555 8.13767713736217 0.46
1.02699373240691 -1.15432704030028 0.43
1.02778373236877 3.09373769778153 0.44
1.02854373210219 1.13146444017332 0.45
0.388633363276558 -1.75719232513555 0.42
0.38984336364253 -1.45893433793663 0.43
0.390623363528238 -1.56006826456505 0.43
0.391403363413946 -0.581210839443969 0.41
0.392173363689171 -0.0223472851863251 0.44
0.392953363574879 -2.24350715542827 0.43
0.393733363460587 -0.414675784808762 0.43
0.39450336327015 -0.715838059752735 0.4
0.39528336362152 -0.377024207566023 0.42
0.396073363583373 -0.688234605377957 0.4
1.3844533635786 -0.182694508092272 0.4
1.38530336353167 0.209562342096477 0.44
1.38608336341737 -0.248371220139622 0.44
1.3868533636926 -0.826335537191024 0.42
1.38763336357831 -0.964277724609873 0.43
1.38840336338787 -0.232250534616671 0.44
1.38918336327358 -0.0902013009975068 0.44
1.38994336347266 -0.378208746984311 0.43
1.39070336367174 0.283779735511834 0.43
1.39148336355744 0.175816323124184 0.41
0.758162994619909 0.453647135816449 0.47
0.758992994886341 2.29241384345974 0.46
0.759782994848194 -2.35818679606108 0.45
0.760572994810047 19.1413044992176 0.61
0.761352994695756 2.88102182104523 0.5
0.762132994581464 1.32083434837801 0.43
0.762902994856688 0.500873593326331 0.48
0.763682994742396 4.32088362537253 0.5
0.764452994551959 0.261123337868223 0.46
0.765242994979474 0.761217312058466 0.47
0.122632626083806 0.0789810480337653 0.45
0.123392626282886 2.05940755955144 0.45
0.124142625940159 0.519825432800813 0.45
0.124892626063094 0.530240296003415 0.42
0.125662625872657 0.0506630856613267 0.46
0.126422626071736 0.91107726411051 0.43
0.127172626194671 1.41148294894023 0.46
0.127932625928089 -0.46810904636112 0.43
1.11529262607278 0.4714021023548 0.48
1.1161926259409 -2.04302872649714 0.45
1.11695262613998 0.0816556112018227 0.46
1.11772262594955 -0.53361561745087 0.46
1.11849262622477 -1.66890406652987 0.45
1.11925262595819 -0.594270510256889 0.45
1.12000262608112 -0.519714200726612 0.42
1.12075262620406 -1.26517398310918 0.44
1.12151262593748 -0.920589564151177 0.46
1.1222826262127 -0.955961502156195 0.41
0.477252257516419 3.44560230937898 0.46
0.478162257460689 1.4919278918631 0.45
0.478922257194107 1.92884340518621 0.43
0.47971225715596 1.68562189335951 0.45
0.480472257355039 2.45250795600058 0.47
0.481232257554119 2.3593794726821 0.45
0.482002257363682 2.00619492000506 0.45
0.482752257486617 2.13307858686008 0.46
0.483532257372325 1.91982235297396 0.51
0.484292257571404 2.14663458310452 0.47
0.839521888526576 5.9514764050176 0.51
0.841191888669925 1.40560597061002 0.44
0.841961888479489 0.152381942659815 0.45
0.842751888441342 -0.490498426611328 0.49
0.843541888868856 -1.30321170825188 0.45
0.844311888678419 -0.215951327848455 0.48
0.845091888564127 0.10155982936991 0.48
0.84588188852598 -2.04067495668802 0.45
0.846651888801205 4.78704374627792 0.47
0.847431888686913 -0.594989013873317 0.48
0.198911519958742 -0.0499925868565007 0.45
0.199801519750721 0.919133831712674 0.44
0.200571520025946 1.06837500933351 0.5
0.201331519759364 1.1776232795218 0.49
0.202111520110734 2.16684890346025 0.47
0.202891519996442 -1.31392838203292 0.46
0.203641520119376 -0.574678525245585 0.45
0.204411519928939 -0.355451489088664 0.48
0.205171520128019 0.353782777318237 0.47
0.205931519861437 0.223014245648967 0.46
1.20025151991761 0.528754585951212 0.47
1.20111151994682 0.282587577104394 0.5
1.20188151975638 0.946009194093976 0.47
1.20265152003161 0.309421179131148 0.48
1.20342151984117 0.892823572523556 0.51
1.20418152004025 1.39617242023192 0.5
1.20496151992596 2.05959976898544 0.5
1.20572152012504 0.642929902904475 0.47
1.2064915199346 1.27629449885362 0.52
1.20726151974416 2.0396497227645 0.53
0.56260115107127 4.86680940203137 0.54
0.563391151498784 1.85223458179814 0.48
0.564161151308348 0.787749696829276 0.52
0.564951151270201 1.50312161327535 0.52
0.56571115146928 2.18864360941942 0.49
0.566491151354988 -0.0559785539989777 0.53
0.567251151088406 3.8594920161889 0.56
0.568031151439776 1.98481677863002 0.59
0.568791151173194 4.77023535504369 0.59
1.56243115117379 -0.0883526996245485 0.46
1.56334115111806 -0.406734065758747 0.47
1.56410115131714 -1.49538524671153 0.47
1.56488115120285 -1.60400377702248 0.48
1.56564115140193 -0.772660498104067 0.47
1.56638115144872 0.0486448069257529 0.5
1.56715115125828 -1.20999971747021 0.47
1.56792115106784 0.331352958806004 0.49
1.56869115134307 0.282702838589252 0.48
1.56945115107649 -1.45596755458309 0.46
