phase.day RVres eRV
0 5.62393301724957 1.12
86.8677699998952 -0.345496939263211 1.2
512.720830000006 -0.72879559889061 1.26
124.995956542811 -3.83775240937523 1.31
136.013656543011 -7.33383761270547 1.39
493.065866542889 -3.0895490042666 1.27
536.958936543113 0.0121736843567866 1.84
541.970436543135 -4.16302820861358 1.5
179.228193085924 1.39021142650628 1.38
195.15648308611 3.23776148314393 1.18
510.317443086118 2.47334097677308 1.29
517.260983086009 3.34907842743662 1.35
570.051293086079 1.75836016480249 1.34
571.172743086056 -2.48637162336958 1.38
633.019983086087 7.01493766936466 1.25
167.46652962892 0.060797323406832 1.24
192.488589628792 5.86243439799091 1.24
252.341449628777 1.99407239116446 1.15
258.22930962891 4.24866780323513 1.37
230.589156171874 0.451180111951345 1.04
234.6297661719 -3.34524726431177 1.13
257.554576171664 -2.02739189644992 1.31
293.509086171733 -2.27990140819618 1.11
293.512866171644 -2.70935403300478 1.27
380.28862617175 1.54056879845085 1.19
380.292506171958 3.19054657150893 1.23
589.614936171667 -0.927247027095329 1.35
589.617726171957 -2.27747913122636 1.32
589.620606172 1.55228128187994 1.41
638.563816171707 -1.50972838113393 1.22
638.569716171929 -0.59005965702943 1.28
649.503886171718 0.799324430411638 1.24
671.480076172025 -5.7253965787835 1.2
