phase.day RV-model eRV
0 5.54340661304366 1.12
86.8677699998952 -1.07484518807856 1.2
512.720830000006 0.390144496083414 1.26
798.844159999862 -4.41677070981748 1.31
809.861860000063 -8.1681222055433 1.39
1166.91406999994 -2.73093659811072 1.27
1210.80714000016 -0.614240482010393 1.84
1215.81864000019 -4.83300617719004 1.5
1526.92460000003 0.596440917373 1.38
1542.85289000021 1.91809736645453 1.18
1858.01385000022 1.10931536766384 1.29
1864.95739000011 1.91371229924735 1.35
1917.74770000018 0.601026358269847 1.34
1918.86915000016 -3.62662441010536 1.38
1980.71639000019 7.08095829778859 1.25
2189.01114000008 1.05832726275494 1.24
2214.03319999995 6.29891782075041 1.24
2273.88605999993 0.960060900796022 1.15
2279.77392000007 3.11739185556216 1.37
115.959051279009 2.1420079628861 1.04
119.999661279035 -1.70265810735319 1.13
142.924471278799 -0.555293306643241 1.31
178.878981278867 -0.498835785318555 1.11
178.882761278779 -0.928211713785384 1.27
265.658521278885 3.77412157587631 1.19
265.662401279093 5.42389142584778 1.23
474.984831278802 -1.86438982710996 1.35
474.987621279091 -3.21452127794941 1.32
474.990501279135 0.615343035569935 1.41
523.933711278842 -0.70886284778646 1.22
523.939611279064 0.211005622283006 1.28
534.873781278853 1.96401146765728 1.24
556.84997127916 -3.87551280820178 1.2
